"PaymentID","OrderID","PaymentMethodID","PaymentDate","PaymentAmount"
"87","84","1","8/19/2003","2,093.00"
"88","85","1","8/19/2003","456.00"
"89","86","1","8/19/2003","2,348.20"
"90","87","1","8/19/2003","378.00"
"91","88","1","8/20/2003","3,635.00"
"92","89","1","8/20/2003","940.20"
"93","90","1","8/20/2003","335.00"
"94","92","1","8/20/2003","809.00"
"95","91","1","8/20/2003","1,734.15"
"96","93","1","8/20/2003","900.00"
"97","94","1","8/20/2003","25.70"
"98","95","1","8/22/2003","269.20"
"99","96","1","8/22/2003","7.80"
"100","97","1","8/22/2003","2,072.40"
"101","98","1","8/22/2003","2,277.00"
"102","99","1","8/22/2003","1,189.50"
"103","102","1","8/23/2003","1,166.50"
"104","101","1","8/23/2003","4,879.00"
"105","103","1","8/23/2003","7.30"
"111","104","1","8/25/2003","206.60"
"112","105","1","8/25/2003","673.37"
"113","98","1","8/25/2003","188.00"
"114","106","1","8/26/2003","1,090.00"
"115","107","1","8/26/2003","895.00"
"116","108","1","8/27/2003","2,768.00"
"117","106","1","8/26/2003","37.95"
"118","100","1","8/28/2003","23.50"
"119","109","1","8/29/2003","1,430.00"
"120","111","1","8/30/2003","12.40"
"121","113","1","8/30/2003","8.75"
"122","114","1","8/29/2003","400.00"
"123","108","1","8/28/2003","1,260.00"
"124","116","1","9/2/2003","3,134.00"
"125","117","1","9/2/2003","920.00"
"126","118","1","9/1/2003","1,077.50"
"127","119","1","9/3/2003","37.80"
"129","121","1","9/3/2003","660.00"
"130","120","1","9/3/2003","1,628.20"
"131","122","1","9/4/2003","20.90"
"132","124","1","9/4/2003","87.20"
"133","125","1","9/5/2003","526.30"
"134","127","1","9/6/2003","788.70"
"135","128","1","9/6/2003","1,693.00"
"136","115","1","9/6/2003","1,552.29"
"137","129","1","9/6/2003","2,122.70"
"139","131","1","9/9/2003","516.00"
"140","132","1","9/9/2003","2,399.02"
"141","133","1","9/10/2003","1,110.00"
"142","134","1","9/10/2003","873.26"
"143","135","1","9/10/2003","1,109.45"
"144","136","1","9/11/2003","1.70"
"145","137","1","9/11/2003","362.90"
"146","126","1","9/12/2003","6,534.80"
"147","138","1","9/12/2003","4,000.00"
"148","139","1","9/15/2003","2,517.00"
"149","140","1","9/16/2003","909.92"
"150","141","1","9/13/2003","1,729.24"
"151","142","1","9/15/2003","7.60"
"152","143","1","9/15/2003","22.90"
"153","144","1","9/17/2003","690.44"
"154","145","1","9/17/2003","3,563.00"
"155","146","1","9/17/2003","1,362.40"
"156","147","1","9/17/2003","965.81"
"158","149","1","9/18/2003","875.20"
"159","150","1","9/18/2003","9.70"
"160","152","1","9/19/2003","4.30"
"161","153","1","9/19/2003","9.70"
"162","155","1","9/23/2003","140.90"
"163","158","1","9/23/2003","726.30"
"164","159","1","9/23/2003","769.45"
"165","160","1","9/24/2003","993.49"
"166","165","1","9/24/2003","3,527.05"
"167","164","1","9/24/2003","13.20"
"168","154","1","9/25/2003","1,518.00"
"169","166","1","9/26/2003","100.60"
"170","167","1","9/26/2003","463.80"
"171","161","1","9/25/2003","739.60"
"172","168","1","9/29/2003","1,823.61"
"173","170","1","9/29/2003","116.40"
"174","171","1","9/27/2003","40.20"
"175","172","1","9/29/2003","49.90"
"176","173","1","10/1/2003","1,300.81"
"177","175","1","10/1/2003","3,653.33"
"178","176","1","9/30/2003","65.15"
"179","177","1","9/30/2003","2.20"
"180","178","1","10/1/2003","170.41"
"181","179","1","10/2/2003","1,639.43"
"182","180","1","10/2/2003","1,160.50"
"183","182","1","10/2/2003","206.00"
"184","183","1","10/2/2003","433.75"
"185","184","1","10/2/2003","13.40"
"186","185","1","10/3/2003","45.60"
"187","186","1","10/1/2003","148.44"
"188","187","1","10/3/2003","477.00"
"189","181","1","10/2/2003","1,065.40"
"190","189","1","10/6/2003","116.70"
"191","190","1","10/6/2003","2,283.85"
"192","191","1","10/6/2003","2,150.40"
"193","192","1","10/6/2003","318.70"
"194","193","1","10/6/2003","2,487.77"
"195","195","1","10/6/2003","143.20"
"196","194","1","10/7/2003","6.20"
"197","197","1","10/7/2003","3,347.47"
"198","196","1","10/7/2003","6,516.35"
"199","198","1","10/8/2003","528.75"
"200","199","1","10/8/2003","10.90"
"201","197","1","10/8/2003","652.53"
"202","201","1","10/8/2003","99.58"
"203","202","1","10/8/2003","913.54"
"204","203","1","10/9/2003","104.40"
"205","204","1","10/9/2003","2,848.29"
"206","202","1","10/9/2003","128.25"
"207","205","1","10/10/2003","9.79"
"208","206","1","10/10/2003","5,765.63"
"209","207","1","10/10/2003","1,573.67"
"210","193","1","10/10/2003","163.13"
"211","209","1","10/13/2003","193.00"
"212","210","1","10/13/2003","141.80"
"213","211","1","10/13/2003","2,468.76"
"214","212","1","10/13/2003","1,227.00"
"215","213","1","10/14/2003","168.45"
"216","214","1","10/14/2003","162.00"
"217","215","1","10/15/2003","935.00"
"218","216","1","10/16/2003","3,104.75"
"219","217","1","10/16/2003","84.60"
"220","218","1","10/16/2003","2,310.23"
"221","220","1","10/18/2003","2,343.23"
"222","221","1","10/17/2003","3,144.80"
"224","101","1","8/23/2003","88.90"
"225","222","1","10/20/2003","1,518.81"
"226","223","1","10/20/2003","1,537.29"
"227","224","1","10/20/2003","272.71"
"228","225","1","10/20/2003","512.50"
"229","226","1","10/21/2003","167.59"
"230","227","1","10/21/2003","727.27"
"231","228","1","10/21/2003","229.25"
"232","227","1","10/22/2003","64.24"
"233","230","1","10/22/2003","1,801.00"
"234","231","1","10/22/2003","1,715.50"
"235","235","1","10/23/2003","5,898.00"
"236","234","1","10/23/2003","267.87"
"237","233","1","10/23/2003","2,564.36"
"238","236","1","10/23/2003","127.50"
"239","238","1","10/24/2003","702.50"
"240","229","1","10/24/2003","4,870.80"
"241","239","1","10/24/2003","198.30"
"242","237","1","10/24/2003","155.20"
"243","232","1","10/24/2003","0.00"
"244","240","1","10/24/2003","14.40"
"245","241","1","10/24/2003","222.25"
"246","242","1","10/25/2003","111.35"
"247","208","1","10/27/2003","9.60"
"248","244","1","10/27/2003","488.20"
"249","243","1","10/27/2003","219.35"
"250","245","1","10/27/2003","274.44"
"251","246","1","10/28/2003","94.00"
"252","247","1","10/28/2003","540.60"
"253","249","1","10/28/2003","16.80"
"254","250","1","10/29/2003","119.45"
"255","251","1","10/29/2003","148.20"
"256","252","1","10/30/2003","157.60"
"257","255","1","10/30/2003","98.15"
"258","253","1","10/31/2003","246.35"
"259","256","1","10/31/2003","1,199.00"
"260","258","1","10/31/2003","122.65"
"261","259","1","11/3/2003","1,990.40"
"262","262","1","11/3/2003","1,976.79"
"263","257","1","11/3/2003","6,655.30"
"264","264","1","11/4/2003","874.84"
"265","261","1","11/4/2003","139.55"
"266","263","1","11/4/2003","224.95"
"267","265","1","11/5/2003","12.00"
"268","266","1","11/5/2003","21.30"
"269","268","1","11/5/2003","5.40"
"270","269","1","11/6/2003","1,211.00"
"271","270","1","11/6/2003","148.85"
"272","260","1","11/1/2003","5.20"
"273","271","1","11/7/2003","226.05"
"274","272","1","11/10/2003","286.85"
"275","273","1","11/10/2003","887.90"
"276","275","1","11/10/2003","3,126.25"
"277","276","1","11/11/2003","208.50"
"278","274","1","11/10/2003","121.75"
"279","277","1","11/10/2003","13.62"
"280","282","2","11/12/2003","138.20"
"281","283","2","11/12/2003","59.75"
"282","284","2","11/12/2003","290.25"
"283","280","1","11/12/2003","235.00"
"284","285","1","11/12/2003","201.20"
"285","286","1","11/13/2003","298.75"
"286","289","1","11/13/2003","126.60"
"287","288","2","11/14/2003","457.50"
"288","290","1","11/14/2003","175.20"
"289","291","1","11/14/2003","128.90"
"290","278","1","11/11/2003","52.05"
"291","292","1","11/17/2003","435.30"
"292","293","1","11/17/2003","273.30"
"293","294","1","11/17/2003","824.00"
"294","295","1","11/17/2003","1,220.30"
"295","296","1","11/17/2003","3.05"
"296","297","2","11/18/2003","210.30"
"297","267","2","11/18/2003","1,664.43"
"298","298","1","11/18/2003","151.90"
"299","299","1","11/18/2003","1,585.70"
"300","300","1","11/18/2003","284.00"
"301","303","1","11/19/2003","852.00"
"302","304","1","11/19/2003","790.65"
"303","305","1","11/20/2003","282.70"
"304","306","1","11/20/2003","144.00"
"305","308","1","11/20/2003","155.00"
"306","309","1","11/21/2003","47.50"
"309","313","1","11/22/2003","9.70"
"310","315","1","11/24/2003","668.90"
"311","316","1","11/24/2003","482.00"
"312","317","1","11/24/2003","4,433.00"
"313","281","1","11/25/2003","92.00"
"314","318","1","11/25/2003","330.00"
"315","319","1","11/25/2003","259.15"
"316","320","1","11/26/2003","310.51"
"317","321","1","11/26/2003","1,004.64"
"318","322","1","11/26/2003","895.35"
"319","307","1","11/28/2003","1,288.60"
"320","324","1","11/28/2003","711.40"
"321","325","1","11/28/2003","300.15"
"322","326","1","11/28/2003","727.50"
"323","323","1","11/28/2003","1,320.50"
"324","332","1","12/1/2003","150.75"
"325","328","1","11/28/2003","23.45"
"326","314","1","11/22/2003","6,654.15"
"327","311","1","12/1/2003","2,010.05"
"328","330","2","12/1/2003","18.20"
"329","329","1","11/29/2003","9,944.30"
"330","335","1","12/1/2003","980.00"
"331","334","1","12/1/2003","151.00"
"332","333","1","12/1/2003","1,525.91"
"333","337","1","12/2/2003","203.85"
"334","338","1","12/2/2003","1,995.50"
"335","339","1","12/2/2003","82.00"
"336","343","1","12/3/2003","629.50"
"337","342","1","12/3/2003","177.50"
"338","341","1","12/3/2003","1,075.40"
"339","340","1","12/3/2003","2,181.40"
"340","336","1","12/3/2003","2,320.00"
"341","344","1","12/6/2003","121.15"
"342","347","1","12/6/2003","49.74"
"343","349","1","12/8/2003","358.10"
"344","345","1","12/9/2003","1,324.90"
"345","354","1","12/9/2003","770.00"
"346","350","1","12/9/2003","526.50"
"347","356","1","12/9/2003","42.75"
"348","353","1","12/9/2003","5,219.70"
"349","352","1","12/9/2003","409.80"
"350","346","1","12/9/2003","2,464.40"
"351","360","1","12/10/2003","3.20"
"352","358","1","12/10/2003","105.50"
"353","361","1","12/10/2003","168.15"
"354","359","2","12/10/2003","296.50"
"355","364","1","12/12/2003","3,720.60"
"356","362","1","12/12/2003","472.30"
"357","363","1","12/12/2003","17.20"
"358","355","2","12/12/2003","215.20"
"359","365","2","12/12/2003","827.60"
"360","367","1","12/12/2003","1,123.40"
"361","368","1","12/12/2003","147.00"
"362","372","1","12/15/2003","1,956.25"
"363","369","1","12/15/2003","636.75"
"364","371","1","12/15/2003","93.50"
"365","373","1","12/16/2003","321.65"
"366","374","1","12/16/2003","610.35"
"367","375","2","12/18/2003","1,473.07"
"368","376","1","12/18/2003","67.75"
"369","377","1","12/18/2003","1,491.10"
"370","378","1","12/18/2003","4,258.94"
"371","379","1","12/18/2003","747.45"
"372","380","1","12/19/2003","353.25"
"373","383","1","12/19/2003","4.00"
"374","384","1","12/19/2003","12.40"
"375","385","1","12/19/2003","24.00"
"376","386","1","12/19/2003","3,425.60"
"377","382","1","12/19/2003","259.00"
"378","387","1","12/19/2003","2.30"
"379","389","1","12/20/2003","135.00"
"380","390","1","12/22/2003","2,380.95"
"381","391","1","12/22/2003","23.40"
"382","393","1","12/22/2003","1,218.71"
"383","395","1","12/22/2003","283.00"
"384","394","1","12/22/2003","90.00"
"385","392","1","12/22/2003","195.40"
"386","396","1","12/23/2003","1,128.30"
"387","381","1","12/23/2003","488.50"
"388","397","1","12/23/2003","245.80"
"389","351","2","12/23/2003","1,958.33"
"390","400","1","12/24/2003","1,232.95"
"391","390","1","12/25/2003","704.05"
"392","388","1","12/26/2003","4,449.20"
"393","399","1","12/26/2003","5,261.74"
"394","401","1","12/26/2003","1,153.55"
"395","402","1","12/26/2003","101.70"
"396","405","1","12/27/2003","5.90"
"397","404","1","12/27/2003","126.25"
"398","403","1","12/30/2003","3,300.75"
"399","408","1","12/30/2003","512.70"
"400","409","1","12/30/2003","297.10"
"401","410","1","12/30/2003","645.50"
"402","406","1","12/30/2003","1,806.40"
"403","413","1","1/5/2004","5,586.90"
"404","411","1","1/5/2004","16.25"
"405","412","1","1/5/2004","15.80"
"406","398","1","12/23/2003","383.89"
"407","416","1","1/10/2004","822.65"
"408","420","1","1/10/2004","23.00"
"409","415","1","1/10/2004","4,133.15"
"410","418","1","1/10/2004","2,978.40"
"411","427","1","1/14/2004","3,367.50"
"412","438","2","1/14/2004","213.90"
"413","432","1","1/13/2004","287.10"
"414","421","1","1/12/2004","89.40"
"415","433","1","1/14/2004","257.10"
"416","424","2","1/12/2004","147.35"
"417","439","1","1/15/2004","526.65"
"418","434","1","1/14/2004","658.00"
"419","440","1","1/15/2004","79.00"
"420","419","2","1/16/2004","843.97"
"421","430","1","1/15/2004","2,288.85"
"422","435","1","1/16/2004","2,105.60"
"423","444","1","1/16/2004","169.75"
"424","445","1","1/16/2004","3,993.40"
"425","441","1","1/16/2004","407.45"
"426","443","1","1/16/2004","86.55"
"427","446","1","1/16/2004","271.50"
"428","425","1","1/19/2004","2,815.90"
"429","431","1","1/19/2004","1,831.30"
"430","451","1","1/19/2004","5,128.40"
"431","453","1","1/19/2004","896.30"
"432","452","1","1/20/2004","874.15"
"433","454","1","1/20/2004","841.30"
"434","455","1","1/19/2004","4.40"
"435","468","1","1/23/2004","4,048.95"
"436","474","1","1/23/2004","4,740.35"
"437","467","1","1/23/2004","2,045.00"
"438","464","1","1/23/2004","2,178.10"
"439","472","1","1/23/2004","311.00"
"440","447","1","1/23/2004","3.70"
"441","459","2","1/24/2004","4,470.26"
"442","448","1","1/24/2004","5,190.31"
"443","470","1","1/24/2004","1,324.60"
"444","471","1","1/24/2004","2.30"
"445","460","1","1/24/2004","595.40"
"446","473","1","1/24/2004","454.00"
"447","462","1","1/24/2004","308.00"
"448","469","1","1/24/2004","862.75"
"449","450","1","1/24/2004","15.00"
"450","449","1","1/24/2004","89.50"
"451","463","1","1/24/2004","35.55"
"452","348","2","1/24/2004","1,505.55"
"453","461","1","1/24/2004","82.65"
"454","428","2","1/24/2004","329.10"
"455","442","2","1/24/2004","218.60"
"456","457","2","1/24/2004","200.40"
"457","475","1","1/24/2004","198.95"
"458","478","1","1/26/2004","310.40"
"459","486","1","1/26/2004","375.60"
"460","476","2","1/26/2004","863.00"
"461","487","1","1/26/2004","1,743.20"
"462","488","1","1/26/2004","223.00"
"463","477","1","1/26/2004","261.25"
"464","485","1","1/28/2004","4,268.00"
"465","492","1","1/28/2004","686.60"
"466","495","1","1/30/2004","1,154.00"
"467","497","1","1/30/2004","1,810.20"
"468","489","1","1/30/2004","2,870.20"
"469","491","1","1/30/2004","343.00"
"470","498","1","1/30/2004","332.35"
"471","490","2","1/30/2004","364.80"
"472","501","1","1/31/2004","3.10"
"473","500","1","1/31/2004","125.40"
"474","499","1","2/3/2004","3,713.60"
"475","505","1","2/3/2004","463.25"
"476","509","1","2/3/2004","328.00"
"477","510","1","2/3/2004","625.10"
"478","503","1","2/3/2004","1,184.80"
"479","508","1","2/3/2004","154.80"
"481","502","1","2/3/2004","90.50"
"482","504","1","2/3/2004","75.10"
"483","519","1","2/6/2004","1,576.70"
"484","517","1","2/6/2004","3,724.50"
"485","513","1","2/4/2004","96.70"
"486","516","1","2/5/2004","89.00"
"487","514","1","2/5/2004","175.45"
"488","493","2","2/6/2004","2,237.12"
"489","506","1","2/2/2004","7,964.84"
"490","507","2","2/6/2004","1,022.32"
"491","523","1","2/6/2004","1,262.70"
"492","532","1","2/7/2004","231.30"
"493","533","1","2/9/2004","1,127.70"
"494","522","1","2/7/2004","208.75"
"495","526","1","2/7/2004","766.00"
"496","536","1","2/9/2004","444.50"
"497","524","1","2/6/2004","5,520.20"
"498","542","1","2/10/2004","1,782.00"
"499","538","1","2/9/2004","870.35"
"500","535","1","2/9/2004","268.90"
"501","543","1","2/10/2004","422.10"
"502","527","1","2/7/2004","216.20"
"503","534","1","2/9/2004","583.80"
"504","540","1","2/10/2004","5,581.75"
"505","560","2","2/20/2004","897.59"
"506","541","1","2/20/2004","6,527.00"
"507","566","1","2/20/2004","698.60"
"508","567","1","2/20/2004","2,495.50"
"509","557","1","2/16/2004","251.85"
"510","565","1","2/14/2004","657.00"
"511","552","1","2/13/2004","481.00"
"512","564","1","2/16/2004","517.60"
"513","562","1","2/16/2004","4,710.82"
"514","572","1","2/18/2004","1,968.00"
"515","553","1","2/13/2004","20.40"
"516","550","1","2/12/2004","406.45"
"517","576","1","2/20/2004","122.00"
"518","521","2","2/20/2004","2,486.70"
"519","547","1","2/12/2004","649.20"
"520","544","1","2/11/2004","390.85"
"521","555","1","2/16/2004","316.55"
"522","539","1","2/10/2004","1,138.00"
"523","549","1","2/12/2004","3,497.10"
"524","559","1","2/16/2004","393.30"
"525","546","1","2/12/2004","411.15"
"526","563","1","2/16/2004","261.60"
"527","573","1","2/19/2004","79.10"
"528","569","1","2/16/2004","321.50"
"529","512","2","2/20/2004","3,504.96"
"530","494","1","2/20/2004","4,010.26"
"531","518","2","2/20/2004","1,599.80"
"532","558","1","2/20/2004","527.20"
"533","568","2","2/16/2004","366.90"
"534","570","2","2/17/2004","704.32"
"535","574","1","2/21/2004","8,771.64"
"536","583","1","2/24/2004","93.60"
"537","604","1","2/27/2004","52.30"
"538","598","1","2/25/2004","1,312.45"
"539","619","1","3/2/2004","196.00"
"540","599","1","2/25/2004","1,231.60"
"541","575","1","2/20/2004","6,399.20"
"542","588","1","2/24/2004","7,033.90"
"543","594","1","2/25/2004","561.00"
"544","609","1","2/28/2004","2,724.90"
"545","616","1","3/2/2004","2,597.00"
"546","589","1","2/24/2004","886.75"
"547","602","1","2/26/2004","955.80"
"548","614","1","3/1/2004","817.75"
"549","622","1","3/2/2004","305.25"
"550","571","1","2/18/2004","2,050.30"
"551","587","1","2/24/2004","4,342.25"
"552","592","1","2/25/2004","2,744.65"
"553","597","1","2/25/2004","498.70"
"554","611","1","3/1/2004","165.20"
"555","600","1","2/26/2004","842.75"
"556","577","1","2/20/2004","2,451.90"
"557","601","1","2/26/2004","681.70"
"558","605","1","3/1/2004","2,517.70"
"559","606","1","3/1/2004","378.00"
"560","586","1","3/1/2004","3,566.74"
"561","582","1","2/23/2004","491.80"
"562","590","1","2/24/2004","529.60"
"563","621","1","3/2/2004","876.40"
"564","613","2","3/1/2004","466.10"
"565","612","1","3/1/2004","3,009.35"
"566","624","1","3/3/2004","1,215.60"
"567","654","","3/12/2004","209.60"
"568","615","1","2/28/2004","684.39"
"569","643","1","3/22/2004","6,661.00"
"570","682","1","3/24/2004","907.00"
"571","633","1","3/4/2004","3,236.94"
"572","618","1","3/2/2004","1,485.20"
"573","636","1","3/5/2004","435.90"
"574","608","1","3/1/2004","3,541.21"
"575","603","1","3/17/2004","8,836.99"
"576","653","1","3/12/2004","201.35"
"577","591","1","2/25/2004","260.85"
"578","610","1","3/2/2004","364.00"
"579","620","1","3/2/2004","117.80"
"580","617","1","3/2/2004","241.50"
"581","627","1","3/3/2004","704.75"
"582","687","1","3/26/2004","2,066.75"
"583","688","2","4/9/2004","2,529.67"
"584","637","1","3/6/2004","446.20"
"585","659","1","3/15/2004","387.00"
"586","666","1","3/17/2004","407.30"
"587","631","1","3/4/2004","841.00"
"588","635","1","3/5/2004","8,048.15"
"589","650","1","3/11/2004","1,032.00"
"590","661","1","3/16/2004","5,049.70"
"591","664","1","3/17/2004","326.30"
"592","669","1","3/18/2004","4,864.40"
"593","672","1","3/19/2004","960.00"
"594","680","1","3/23/2004","754.80"
"595","700","1","4/2/2004","951.05"
"596","711","1","4/10/2004","2,407.10"
"597","670","1","3/19/2004","1,142.00"
"598","686","1","3/25/2004","1,935.30"
"599","699","1","4/1/2004","1,278.00"
"600","578","1","2/21/2004","57.80"
"601","607","1","2/28/2004","6.20"
"602","651","1","4/10/2004","0.00"
"603","657","1","3/13/2004","70.35"
"604","701","1","4/3/2004","26.75"
"605","710","1","4/9/2004","7.90"
"606","585","1","2/24/2004","0.00"
"607","660","1","3/15/2004","20,534.70"
"608","691","1","3/29/2004","649.90"
"609","647","1","3/11/2004","1,171.80"
"610","679","1","3/23/2004","833.40"
"611","667","1","3/17/2004","718.70"
"612","677","1","3/22/2004","117.80"
"613","683","1","3/24/2004","138.20"
"614","697","1","3/30/2004","1,100.45"
"615","694","2","4/10/2004",""
"616","656","1","3/13/2004","643.50"
"617","705","1","4/5/2004","440.10"
"618","630","1","3/4/2004","247.90"
"619","634","1","3/5/2004","294.60"
"620","640","1","3/9/2004","474.45"
"621","652","1","3/12/2004","353.30"
"622","681","1","3/24/2004","548.45"
"623","707","1","4/6/2003","343.30"
"624","696","2","4/1/2004","1,502.17"
"625","628","1","3/4/2004","211.10"
"626","632","1","3/4/2004","8.70"
"627","706","1","4/6/2004","581.60"
"628","735","1","4/22/2004","702.00"
"629","595","1","3/1/2004","1,721.40"
"630","623","1","3/2/2004","4,020.20"
"631","642","1","3/10/2004","5,030.00"
"632","665","1","3/17/2004","8,408.60"
"633","668","1","3/25/2004","100.00"
"634","690","1","4/29/2004","740.20"
"635","731","1","4/19/2004","630.75"
"636","720","1","4/15/2004","969.50"
"637","704","1","4/5/2004","1,047.12"
"638","704","1","4/7/2004","426.28"
"639","668","1","3/25/2004","503.42"
"640","668","1","3/29/2004","289.47"
"641","668","1","4/7/2004","996.06"
"642","668","1","4/23/2004","785.34"
"643","668","1","4/19/2004","924.96"
"644","668","1","4/22/2004","1,625.55"
"645","717","1","4/14/2004","8,215.45"
"646","712","1","4/10/2004","614.70"
"647","736","1","4/22/2004","755.20"
"648","641","1","3/9/2004","2,050.45"
"649","655","1","3/13/2004","880.90"
"650","662","1","3/17/2004","2,534.35"
"651","675","1","3/22/2004","1,965.80"
"652","703","1","4/5/2004","1,021.70"
"653","713","1","4/12/2004","1,579.00"
"654","729","1","4/19/2004","1,048.20"
"655","716","1","4/14/2004","224.10"
"656","714","1","4/13/2004","176.37"
"657","714","1","4/14/2004","9.13"
"658","702","1","4/5/2004","162.30"
"659","702","1","4/13/2004","19.10"
"660","693","1","3/29/2004","79.30"
"661","689","1","4/29/2004","337.25"
"662","658","1","4/15/2004","109.00"
"663","701","1","4/8/2004","45.55"
"664","673","1","3/19/2004","286.60"
"665","676","1","3/22/2004","235.90"
"666","718","1","4/15/2004","125.60"
"667","734","1","4/21/2004","106.95"
"668","732","1","4/20/2004","62.90"
"669","728","1","4/19/2004","180.05"
"670","724","1","4/23/2004","134.30"
"671","727","1","4/17/2004","10.85"
"672","719","1","4/15/2004","58.80"
"673","708","1","4/7/2004","1,946.25"
"674","715","1","4/13/2004","2,261.37"
"675","737","1","4/23/2004","349.40"
"676","678","2","3/30/2004","313.70"
"677","723","1","4/15/2004","2,443.28"
"678","723","1","4/17/2004","1,062.40"
"679","740","1","4/23/2004","841.00"
"680","739","1","4/23/2004","4.10"
"681","726","1","4/16/2004","28.30"
"682","709","2","4/8/2004","3,263.70"
"683","721","1","4/15/2004","3,043.45"
"684","722","1","4/15/2004","2,767.70"
"685","639","1","3/6/2004","298.22"
"686","646","1","3/10/2004","80.80"
"687","695","1","3/30/2004","205.00"
"688","738","1","4/23/2004","1,840.00"
"689","668","1","5/5/2004","1,919.72"
"690","767","1","5/17/2004","6,384.39"
"691","789","2","5/19/2004","1,595.50"
"692","1864","1","8/22/2005","625.00"
"693","1864","1","9/10/2005","526.32"
"694","1510","1","2/22/2005","4,961.20"
"695","1526","1","3/1/2005","4,409.80"
"696","1531","1","3/1/2005","1,318.00"
"697","1541","1","3/9/2005","954.95"
"698","1546","1","3/11/2005","1,233.00"
"699","1662","1","6/4/2005","2,163.60"
