"OrderDetailID","OrderID","ProductID","QuantitySold","UnitSalesPrice"
"91","8","971","5","5.90"
"92","8","908","10","5.30"
"93","8","907","10","5.10"
"94","8","1009","20","6.60"
"95","8","998","10","5.50"
"96","8","810","20","6.10"
"97","8","804","10","7.00"
"98","8","913","17","4.00"
"99","8","822","10","3.70"
"100","8","978","6","4.40"
"101","8","989","20","5.90"
"102","8","185","26","5.20"
"103","8","996","20","6.40"
"104","8","990","20","5.80"
"105","8","991","10","6.50"
"106","8","862","10","5.60"
"107","8","940","20","6.00"
"108","8","427","25","4.10"
"109","9","932","20","5.30"
"110","9","945","20","5.80"
"111","9","866","10","5.40"
"112","9","935","10","5.10"
"113","9","913","20","4.00"
"114","9","978","20","4.40"
"115","9","954","15","6.90"
"116","9","822","20","3.70"
"117","9","856","20","4.90"
"118","9","998","10","5.50"
"119","9","874","10","5.60"
"120","9","980","10","4.80"
"121","9","710","10","4.20"
"122","9","709","10","4.20"
"123","9","169","11","4.40"
"124","9","716","11","4.20"
"125","9","713","10","4.20"
"126","9","1000","10","5.30"
"127","9","332","2","9.90"
"128","9","771","2","11.60"
"129","9","120","2","10.70"
"130","9","895","2","12.60"
"131","10","968","40","5.30"
"132","10","185","40","5.20"
"133","10","875","10","5.70"
"134","10","838","10","4.70"
"135","10","863","10","5.30"
"136","10","913","30","4.00"
"137","10","179","20","6.60"
"138","10","190","20","5.70"
"139","10","996","20","6.40"
"140","10","1010","30","7.30"
"141","10","995","30","6.40"
"142","10","939","30","5.20"
"143","10","945","30","5.80"
"144","10","267","30","5.00"
"145","10","865","40","5.40"
"146","10","990","10","5.80"
"147","10","991","30","6.50"
"148","10","516","20","4.20"
"149","10","533","20","4.40"
"150","11","856","10","4.90"
"152","11","43","10","2.60"
"153","11","252","10","4.60"
"155","11","9","10","3.20"
"156","11","185","10","5.20"
"157","11","430","10","4.80"
"158","11","180","10","6.60"
"159","12","926","10","4.80"
"160","12","946","10","5.20"
"161","12","761","5","8.70"
"162","12","874","10","5.60"
"163","12","34","20","2.90"
"164","12","9","20","3.20"
"165","12","72","20","3.00"
"166","12","185","10","5.20"
"167","12","430","10","4.80"
"168","13","968","30","5.30"
"169","13","678","50","3.80"
"170","13","427","50","4.10"
"171","13","72","50","3.00"
"172","13","9","50","3.20"
"173","13","52","30","2.70"
"174","13","183","40","4.50"
"175","13","806","50","4.80"
"176","13","939","10","5.20"
"177","13","190","10","5.70"
"178","13","442","10","5.30"
"179","13","810","10","6.10"
"180","13","314","15","3.30"
"181","13","683","10","4.10"
"182","13","43","20","2.60"
"183","13","35","10","3.10"
"184","13","88","10","2.90"
"185","13","17","10","2.90"
"186","14","843","1","3.80"
"187","14","908","1","5.30"
"188","14","411","1","4.00"
"189","15","388","10","1.40"
"190","16","788","1","2.40"
"191","16","787","1","2.40"
"192","16","939","1","6.00"
"193","16","934","1","5.90"
"194","17","259","10","5.10"
"195","17","262","10","5.10"
"196","17","940","10","6.00"
"197","17","856","10","4.90"
"198","17","908","10","5.30"
"199","17","932","10","5.30"
"200","17","863","10","5.30"
"201","17","955","10","7.50"
"202","17","962","5","8.50"
"203","17","954","5","6.90"
"204","17","958","5","8.50"
"205","17","961","5","8.50"
"206","17","183","20","4.50"
"207","17","427","40","4.10"
"208","17","922","10","4.80"
"209","17","983","10","5.90"
"210","18","9","1","3.70"
"211","18","72","1","3.50"
"212","18","52","2","3.20"
"213","18","92","6","3.50"
"214","18","587","1","4.90"
"215","18","62","1","3.20"
"216","18","88","1","3.30"
"217","18","56","1","2.90"
"218","18","81","1","3.00"
"219","18","63","1","2.90"
"220","18","80","1","3.00"
"221","18","37","1","2.70"
"222","18","20","1","3.50"
"223","18","2","1","8.60"
"224","18","67","1","7.50"
"225","19","52","10","2.70"
"226","19","72","10","3.00"
"227","19","9","10","3.20"
"228","19","678","10","3.80"
"229","19","427","10","4.10"
"230","19","183","10","4.50"
"231","19","806","10","4.80"
"232","19","258","10","5.10"
"233","19","710","10","4.20"
"234","19","991","10","6.50"
"235","19","196","10","3.90"
"236","19","215","10","3.90"
"237","19","934","10","5.10"
"238","20","866","10","5.40"
"239","20","865","10","5.40"
"240","20","932","10","5.30"
"241","20","944","10","5.80"
"242","20","980","10","4.80"
"243","20","1010","10","7.30"
"244","20","995","10","6.40"
"245","20","989","10","5.90"
"246","20","934","20","5.10"
"247","20","145","10","5.20"
"248","20","139","10","4.60"
"249","20","1009","10","6.60"
"250","20","998","10","5.50"
"251","20","990","10","5.80"
"252","20","183","50","4.50"
"253","20","806","50","4.80"
"254","20","427","50","4.10"
"255","20","678","50","3.80"
"256","20","9","50","3.20"
"257","20","72","50","3.00"
"258","20","52","50","2.70"
"259","21","587","20","4.20"
"260","21","183","20","4.50"
"261","21","808","10","5.60"
"262","21","185","20","5.20"
"263","21","430","20","4.80"
"264","21","714","20","4.70"
"265","21","910","20","4.50"
"266","21","210","20","3.70"
"267","21","259","10","5.10"
"268","21","252","20","4.60"
"269","21","261","20","5.10"
"270","21","220","20","4.10"
"271","21","710","10","4.20"
"272","21","709","10","4.20"
"273","21","998","19","5.50"
"274","21","1006","12","6.20"
"275","21","196","20","3.90"
"276","21","513","10","4.50"
"277","21","511","20","4.50"
"278","21","514","10","4.50"
"279","21","822","10","3.70"
"280","21","824","10","4.60"
"281","21","197","12","4.10"
"282","21","850","10","5.10"
"283","21","862","20","5.60"
"284","21","858","10","5.60"
"285","21","935","10","5.10"
"286","21","941","10","6.00"
"287","21","940","10","6.00"
"288","21","980","20","4.80"
"289","21","921","20","4.40"
"290","21","911","15","4.70"
"291","21","932","30","5.30"
"292","21","963","5","7.20"
"293","21","955","5","7.50"
"294","21","954","32","6.90"
"295","22","906","5","5.30"
"296","22","928","5","5.40"
"297","22","220","10","4.10"
"298","22","87","10","2.70"
"299","22","43","10","2.60"
"300","22","923","10","5.10"
"301","22","681","20","4.40"
"302","22","74","20","3.30"
"303","23","30","10","3.70"
"304","23","447","10","3.50"
"305","23","60","10","3.20"
"306","23","85","10","3.30"
"307","23","29","10","3.30"
"308","23","43","20","2.60"
"309","23","504","10","4.10"
"310","23","456","10","3.60"
"311","23","8","10","4.20"
"312","23","71","30","3.90"
"313","23","51","30","3.60"
"314","23","427","30","4.10"
"315","23","9","20","3.20"
"316","23","72","20","3.00"
"317","23","52","20","2.70"
"318","24","17","20","2.90"
"319","24","433","10","3.70"
"320","24","683","15","4.10"
"321","24","709","10","4.20"
"322","24","442","10","5.30"
"323","24","423","10","6.20"
"324","24","190","10","5.70"
"325","24","180","10","6.60"
"326","24","179","10","6.60"
"327","24","804","10","7.00"
"328","24","810","10","6.10"
"329","24","139","20","4.60"
"330","24","314","15","3.30"
"331","24","962","5","8.50"
"332","24","960","5","7.30"
"333","24","963","8","7.20"
"334","24","959","5","8.50"
"335","24","183","40","4.50"
"336","24","427","70","4.10"
"337","24","678","50","3.80"
"338","24","9","70","3.20"
"339","24","72","50","3.00"
"340","24","52","50","2.70"
"341","25","668","5","2.00"
"342","25","378","3","2.10"
"343","26","17","30","2.90"
"344","26","88","20","2.90"
"345","26","80","10","2.60"
"346","26","35","10","3.10"
"347","26","23","10","2.70"
"348","26","858","10","5.60"
"349","26","956","10","7.30"
"350","26","959","10","8.50"
"351","26","958","5","8.50"
"352","26","962","10","8.50"
"353","26","960","10","7.30"
"354","26","961","5","8.50"
"355","26","862","10","5.60"
"356","26","941","10","6.00"
"357","26","940","10","6.00"
"358","26","714","20","4.70"
"359","26","715","20","4.70"
"360","26","685","10","4.70"
"361","26","806","10","4.80"
"362","26","183","10","4.50"
"363","26","427","30","4.10"
"364","26","72","10","3.00"
"365","26","678","30","3.80"
"366","27","805","1","7.80"
"367","27","59","1","3.80"
"368","28","822","20","3.70"
"369","28","200","20","3.40"
"370","28","709","21","4.20"
"371","28","684","20","4.60"
"372","28","685","25","4.70"
"373","28","694","30","2.90"
"374","28","452","30","3.10"
"375","28","978","20","4.40"
"376","28","683","25","4.10"
"377","28","61","40","2.60"
"378","28","34","40","2.90"
"379","28","19","30","3.30"
"380","28","87","40","2.70"
"381","28","18","40","3.20"
"382","28","23","30","2.70"
"383","28","38","20","2.30"
"384","28","536","30","4.40"
"385","28","529","10","4.20"
"386","28","847","20","5.60"
"387","28","855","10","4.30"
"388","28","485","10","4.00"
"389","28","875","10","5.70"
"390","28","283","20","5.10"
"391","28","234","20","4.20"
"392","28","845","10","5.10"
"393","28","226","10","4.50"
"394","28","277","10","5.10"
"395","28","32","40","2.90"
"396","28","79","30","2.50"
"397","28","894","5","10.30"
"398","28","769","5","9.50"
"399","28","761","5","8.70"
"400","28","117","5","8.70"
"401","28","516","10","4.20"
"402","28","852","10","3.50"
"404","29","187","30","4.60"
"405","29","805","43","6.80"
"406","29","425","37","5.70"
"407","29","186","20","5.60"
"408","29","430","20","4.80"
"409","29","181","30","6.20"
"410","29","71","30","3.90"
"411","29","51","23","3.60"
"412","29","55","10","2.90"
"413","29","432","30","4.20"
"414","29","806","40","4.80"
"415","29","183","40","4.50"
"416","29","427","40","4.10"
"417","29","678","10","3.80"
"418","29","9","60","3.20"
"419","29","72","61","3.00"
"420","29","52","40","2.70"
"421","29","151","20","2.00"
"422","29","788","20","2.10"
"423","29","159","5","1.30"
"424","29","787","6","2.10"
"425","29","792","9","1.40"
"426","29","155","20","1.30"
"427","29","793","5","1.40"
"428","29","377","10","3.80"
"429","29","795","10","2.80"
"430","29","796","10","2.80"
"431","29","672","11","2.00"
"432","29","158","5","2.60"
"433","29","442","20","5.30"
"434","29","689","10","5.10"
"435","29","180","20","6.60"
"436","29","804","10","7.00"
"437","29","191","20","5.90"
"438","29","441","10","4.90"
"439","29","360","10","4.80"
"440","29","190","10","5.70"
"441","29","189","10","5.40"
"442","29","179","10","6.60"
"443","29","316","5","3.60"
"444","29","424","10","6.20"
"445","29","422","10","5.50"
"446","29","350","10","4.20"
"447","29","359","5","4.60"
"448","29","858","20","5.60"
"449","29","973","10","5.60"
"450","29","862","10","5.60"
"451","29","707","30","3.80"
"452","29","695","20","3.10"
"453","29","524","30","4.60"
"454","29","713","30","4.20"
"455","29","862","10","5.60"
"456","29","858","8","5.60"
"457","29","879","20","4.80"
"458","29","692","20","3.30"
"459","29","452","20","3.10"
"460","29","700","20","3.30"
"461","29","447","20","3.50"
"462","29","512","20","4.00"
"463","29","262","29","5.10"
"464","29","930","10","4.00"
"465","29","540","15","4.40"
"466","29","925","10","4.60"
"467","29","454","20","3.30"
"468","29","693","20","3.40"
"469","29","476","20","3.50"
"470","29","514","20","4.50"
"471","29","546","10","4.00"
"472","29","513","10","4.50"
"473","29","833","10","4.70"
"474","29","259","20","5.10"
"475","29","518","10","4.30"
"476","29","258","10","5.10"
"477","29","835","20","4.40"
"478","29","866","20","5.40"
"479","29","260","20","4.40"
"480","29","261","20","5.10"
"481","29","257","19","5.10"
"482","29","926","10","4.80"
"483","29","281","30","5.10"
"484","29","196","20","3.90"
"485","29","290","20","4.40"
"486","29","200","20","3.40"
"487","29","31","20","3.50"
"488","29","85","10","3.30"
"489","29","23","20","2.70"
"490","29","35","20","3.10"
"491","29","32","20","2.90"
"492","29","85","20","3.30"
"493","29","61","20","2.60"
"494","29","79","20","2.50"
"495","29","88","20","2.90"
"496","29","34","20","2.90"
"497","29","82","20","2.70"
"498","29","23","20","2.70"
"499","29","80","19","2.60"
"500","29","29","20","3.30"
"501","29","17","20","2.90"
"502","29","18","20","3.20"
"503","29","22","20","2.70"
"504","29","83","20","3.10"
"505","29","87","20","2.70"
"506","29","39","20","2.30"
"507","29","63","20","2.50"
"508","29","60","20","3.20"
"509","29","27","20","2.80"
"510","29","62","20","2.70"
"511","29","34","20","2.90"
"512","29","33","20","3.10"
"513","29","58","20","2.90"
"514","29","56","20","2.50"
"515","29","59","20","3.30"
"516","29","57","20","2.50"
"517","29","30","20","3.70"
"518","29","38","20","2.30"
"520","29","267","30","5.00"
"521","29","266","10","4.70"
"522","29","200","20","3.40"
"523","29","215","10","3.90"
"525","29","212","10","5.20"
"526","29","268","10","6.20"
"528","29","196","10","3.90"
"529","29","197","15","4.10"
"531","29","866","10","5.40"
"533","29","856","20","4.90"
"534","29","271","20","5.00"
"540","29","219","10","3.90"
"542","29","692","10","3.30"
"543","29","252","30","4.60"
"546","29","712","20","4.20"
"549","29","505","10","3.90"
"550","29","538","10","4.00"
"552","30","92","1","3.00"
"553","31","190","20","5.70"
"554","31","271","20","5.00"
"555","31","197","20","4.10"
"556","31","940","10","6.00"
"557","31","941","10","6.00"
"558","31","267","10","5.00"
"559","31","822","20","3.70"
"560","31","196","30","3.90"
"561","31","911","30","4.70"
"562","31","197","13","4.10"
"563","31","856","20","4.90"
"564","31","866","10","5.40"
"565","31","945","10","5.80"
"566","31","819","30","4.20"
"567","31","932","20","5.30"
"568","31","210","40","3.70"
"569","31","980","20","4.80"
"570","31","978","14","4.40"
"571","31","963","32","7.20"
"572","31","955","28","7.50"
"573","31","960","20","7.30"
"574","31","961","8","8.50"
"575","31","587","39","4.20"
"576","31","729","10","4.00"
"577","31","913","20","4.00"
"578","31","926","20","4.80"
"579","31","990","17","5.80"
"580","31","991","13","6.50"
"581","31","681","20","4.40"
"582","31","430","20","4.80"
"583","31","185","20","5.20"
"584","32","678","30","3.80"
"585","32","427","30","4.10"
"586","33","975","20","5.10"
"587","33","693","10","3.40"
"588","33","448","10","3.70"
"589","33","820","20","4.40"
"590","33","20","20","3.00"
"591","33","908","10","5.30"
"592","33","969","10","6.20"
"593","33","906","10","5.30"
"594","33","835","20","4.40"
"595","33","926","20","4.80"
"596","33","915","10","5.10"
"597","33","824","10","4.60"
"598","33","202","10","4.00"
"599","33","259","10","5.10"
"600","33","940","20","6.00"
"601","33","941","20","6.00"
"602","33","894","5","10.30"
"603","33","769","5","9.50"
"604","33","117","5","8.70"
"605","33","686","10","5.30"
"606","33","761","10","8.70"
"607","33","909","10","5.60"
"608","33","972","10","6.20"
"609","33","817","10","5.10"
"610","33","179","10","6.60"
"611","33","423","5","6.20"
"612","33","35","20","3.10"
"613","33","88","19","2.90"
"614","34","894","5","10.30"
"615","34","769","5","9.50"
"616","34","117","5","8.70"
"617","34","761","5","8.70"
"618","34","452","30","3.10"
"619","34","913","33","4.00"
"620","34","822","60","3.70"
"621","34","200","59","3.40"
"622","34","862","30","5.60"
"623","34","858","20","5.60"
"624","35","689","10","5.10"
"625","35","259","9","5.10"
"626","35","39","10","2.30"
"627","35","957","5","7.70"
"628","35","956","5","7.30"
"629","35","960","5","7.30"
"630","35","941","10","6.00"
"631","35","28","20","2.90"
"632","35","511","10","4.50"
"633","35","858","10","5.60"
"634","35","504","10","4.10"
"635","35","856","10","4.90"
"636","35","14","5","3.50"
"637","35","813","5","4.60"
"638","35","932","10","5.30"
"639","35","906","10","5.30"
"640","35","678","30","3.80"
"641","35","427","40","4.10"
"642","35","968","40","5.30"
"643","36","804","1","8.10"
"644","36","810","1","7.10"
"645","36","944","1","6.70"
"646","36","932","1","6.20"
"647","37","66","5","7.50"
"648","37","3","5","8.10"
"649","37","819","10","4.20"
"650","37","915","10","5.10"
"651","37","709","10","4.20"
"652","37","260","10","4.40"
"653","37","433","20","3.70"
"654","37","262","10","5.10"
"655","37","881","10","3.60"
"656","37","858","10","5.60"
"657","37","196","10","3.90"
"658","37","514","10","4.50"
"659","37","546","10","4.00"
"660","37","223","10","3.30"
"661","37","31","10","3.50"
"662","37","481","10","3.70"
"663","37","294","8","3.60"
"664","37","468","10","3.20"
"665","37","486","10","3.20"
"666","37","835","10","4.40"
"667","37","939","4","5.20"
"668","37","934","6","5.10"
"669","37","957","7","7.70"
"670","37","906","5","5.30"
"671","37","812","10","5.10"
"672","37","427","10","4.10"
"673","37","678","10","3.80"
"674","37","9","20","3.20"
"675","37","52","10","2.70"
"676","37","72","10","3.00"
"678","38","185","20","5.20"
"679","38","430","20","4.80"
"680","38","180","10","6.60"
"681","38","804","10","7.00"
"682","38","927","10","5.10"
"683","38","856","10","4.90"
"684","38","932","10","5.30"
"685","38","812","10","5.10"
"686","38","761","5","8.70"
"687","38","34","20","2.90"
"688","38","87","10","2.70"
"689","38","31","20","3.50"
"690","38","998","10","5.50"
"691","38","62","10","2.70"
"692","38","35","20","3.10"
"693","38","88","10","2.90"
"694","38","1023","10","2.40"
"695","39","689","1","5.90"
"696","39","791","1","2.50"
"697","40","788","20","2.10"
"698","40","787","20","2.10"
"699","40","378","35","1.80"
"700","40","151","30","2.00"
"701","40","117","8","8.70"
"702","40","894","8","10.30"
"703","40","926","10","4.80"
"704","40","835","10","4.40"
"705","40","921","10","4.40"
"706","40","920","10","4.30"
"707","40","833","10","4.70"
"708","40","976","10","4.30"
"709","40","219","10","3.90"
"710","40","201","19","3.60"
"711","40","836","10","4.70"
"712","40","927","10","5.10"
"713","40","220","10","4.10"
"714","40","31","20","3.50"
"715","40","85","20","3.30"
"716","40","58","10","2.90"
"717","40","60","10","3.20"
"718","40","56","9","2.50"
"719","40","17","10","2.90"
"720","40","314","15","3.30"
"721","40","957","5","7.70"
"722","40","929","10","4.60"
"723","40","962","2","8.50"
"724","40","822","11","3.70"
"725","40","832","10","4.40"
"726","40","843","10","3.80"
"727","40","930","10","4.00"
"728","40","831","9","4.00"
"729","40","864","10","5.20"
"730","40","994","10","6.10"
"731","40","943","10","5.60"
"732","40","266","10","4.70"
"733","40","216","10","4.10"
"734","40","983","10","5.90"
"735","40","766","8","8.30"
"736","40","761","8","8.70"
"737","41","54","30","3.10"
"738","41","74","30","3.30"
"739","41","183","20","4.50"
"740","41","427","30","4.10"
"741","41","678","20","3.80"
"742","41","72","30","3.00"
"743","41","52","30","2.70"
"744","41","429","10","4.00"
"745","41","184","10","4.40"
"746","41","219","20","3.90"
"747","41","504","10","4.10"
"748","41","440","10","5.50"
"749","41","442","30","5.30"
"750","41","504","10","4.10"
"751","41","714","20","4.70"
"752","41","271","20","5.00"
"753","41","252","20","4.60"
"754","41","1010","10","7.30"
"755","41","910","40","4.50"
"756","41","864","20","5.20"
"757","41","835","20","4.40"
"758","41","830","20","3.80"
"759","41","836","20","4.70"
"760","41","1007","10","6.60"
"761","41","1005","10","5.90"
"762","41","865","10","5.40"
"763","41","856","20","4.90"
"764","41","814","10","4.80"
"765","41","813","20","4.60"
"766","41","921","30","4.40"
"767","41","831","30","4.00"
"768","41","943","20","5.60"
"769","41","932","20","5.30"
"770","41","267","10","5.00"
"771","41","874","20","5.60"
"772","41","819","20","4.20"
"773","41","820","20","4.40"
"774","41","973","20","5.60"
"775","41","941","10","6.00"
"776","41","934","10","5.10"
"777","41","940","10","6.00"
"778","41","32","30","2.90"
"779","42","28","10","2.90"
"780","42","707","20","3.80"
"781","42","350","10","4.20"
"782","42","139","10","4.60"
"783","42","689","10","5.10"
"784","42","844","10","5.10"
"785","42","442","10","5.30"
"786","42","264","10","4.70"
"787","42","863","10","5.30"
"788","42","231","10","4.20"
"789","42","40","10","2.90"
"790","42","290","10","4.40"
"791","42","950","10","5.10"
"792","42","879","10","4.80"
"793","42","513","10","4.50"
"794","42","183","30","4.50"
"795","42","427","40","4.10"
"796","42","678","40","3.80"
"797","42","9","40","3.20"
"798","42","72","70","3.00"
"799","42","52","70","2.70"
"800","42","72","100","3.00"
"801","42","9","100","3.20"
"802","43","1005","10","5.90"
"803","43","915","27","5.10"
"804","43","824","20","4.60"
"805","43","202","20","4.00"
"806","43","433","10","3.70"
"807","43","971","10","5.90"
"808","43","804","5","7.00"
"809","43","957","5","7.70"
"810","43","88","20","2.90"
"811","43","72","60","3.00"
"812","44","411","10","4.00"
"813","44","315","10","3.40"
"814","44","758","10","2.90"
"815","44","433","10","3.70"
"816","44","316","10","3.60"
"817","44","986","10","5.50"
"818","44","512","10","4.00"
"819","44","915","10","5.10"
"820","44","824","10","4.60"
"821","44","196","10","3.90"
"822","44","481","10","3.70"
"823","44","202","10","4.00"
"824","44","447","10","3.50"
"825","44","456","20","3.60"
"826","44","957","10","7.70"
"827","44","959","2","8.50"
"828","44","427","10","4.10"
"829","44","678","10","3.80"
"830","44","9","20","3.20"
"831","44","72","20","3.00"
"832","44","52","20","2.70"
"833","44","53","10","2.60"
"834","44","73","10","2.90"
"835","44","807","10","4.70"
"836","45","430","30","4.80"
"837","45","252","20","4.60"
"838","45","117","15","8.70"
"839","45","769","15","9.50"
"840","46","61","1","3.00"
"841","46","87","1","3.20"
"842","46","34","1","3.40"
"843","46","62","1","3.20"
"844","46","88","1","3.30"
"845","46","35","1","3.50"
"846","46","707","1","4.40"
"847","46","376","1","5.00"
"848","46","360","1","5.60"
"849","46","361","1","6.30"
"850","46","359","1","5.30"
"851","46","215","1","4.50"
"852","46","217","1","5.10"
"853","46","202","1","4.60"
"854","46","252","1","5.30"
"855","46","52","1","3.20"
"856","46","72","2","3.50"
"857","46","54","1","3.50"
"858","46","74","1","3.80"
"859","46","8","1","4.90"
"860","46","47","1","6.00"
"861","46","67","1","7.50"
"862","46","4","1","8.30"
"863","46","769","1","11.00"
"864","46","894","1","11.90"
"865","46","710","2","4.80"
"866","46","694","1","3.30"
"867","46","693","1","4.00"
"868","46","704","1","4.00"
"869","46","713","1","4.80"
"870","46","700","1","3.80"
"871","46","702","1","4.40"
"872","47","932","10","5.30"
"873","47","928","10","5.40"
"874","47","822","10","3.70"
"875","47","836","10","4.70"
"876","47","833","10","4.70"
"877","47","837","10","5.00"
"878","47","219","10","3.90"
"879","47","761","5","8.70"
"880","47","9","50","3.20"
"881","47","806","40","4.80"
"882","47","968","40","5.30"
"883","48","52","10","3.20"
"884","48","72","10","3.50"
"885","48","9","10","3.70"
"886","48","678","5","4.40"
"887","48","427","5","4.70"
"888","48","62","5","3.20"
"889","48","28","10","3.30"
"890","48","80","5","3.00"
"891","48","40","5","3.30"
"892","48","82","10","3.10"
"893","48","29","10","3.80"
"894","48","20","10","3.50"
"895","48","17","10","3.30"
"896","48","56","10","2.90"
"897","48","71","5","4.50"
"900","49","959","8","8.50"
"901","49","956","34","7.30"
"902","49","561","10","3.60"
"903","49","564","5","3.40"
"904","49","565","5","3.50"
"905","49","563","10","3.60"
"906","49","958","5","8.50"
"907","49","842","10","4.90"
"908","49","964","5","7.30"
"909","49","957","8","7.70"
"910","49","82","10","2.70"
"911","49","57","10","2.50"
"912","49","28","10","2.90"
"913","49","470","10","3.40"
"914","49","226","10","4.50"
"915","49","831","10","4.00"
"916","49","758","10","2.90"
"917","49","485","10","4.00"
"918","49","67","5","6.50"
"919","49","4","5","7.20"
"920","49","49","5","5.90"
"921","49","766","5","8.30"
"922","49","894","5","10.30"
"923","49","769","5","9.50"
"924","49","117","2","8.70"
"925","50","808","1","5.60"
"926","50","769","1","9.50"
"927","51","28","50","2.90"
"928","51","82","10","2.70"
"929","51","57","10","2.50"
"930","51","4","15","7.20"
"931","51","67","15","6.50"
"932","51","49","15","5.90"
"933","51","766","5","8.30"
"934","52","84","10","3.50"
"935","52","59","10","3.30"
"936","52","30","10","3.70"
"937","52","470","10","3.40"
"938","52","831","10","4.00"
"939","52","74","10","3.30"
"940","52","808","10","5.60"
"941","52","806","20","4.80"
"942","52","183","20","4.50"
"943","52","427","20","4.10"
"944","52","678","20","3.80"
"945","52","9","20","3.20"
"946","52","72","20","3.00"
"947","52","52","20","2.70"
"948","52","968","20","5.30"
"949","53","908","10","5.30"
"950","53","694","10","2.90"
"951","53","710","10","4.20"
"952","54","261","20","5.10"
"953","54","258","10","5.10"
"954","54","470","20","3.40"
"955","54","831","30","4.00"
"956","54","704","20","3.40"
"957","54","856","10","4.90"
"958","54","1007","20","6.60"
"959","54","1005","20","5.90"
"960","54","219","20","3.90"
"961","54","707","20","3.80"
"962","54","865","10","5.40"
"963","54","856","10","4.90"
"964","54","252","20","4.60"
"965","54","504","20","4.10"
"966","54","524","20","4.60"
"967","54","940","20","6.00"
"968","54","935","20","5.10"
"969","54","932","20","5.30"
"970","54","910","30","4.50"
"971","54","196","20","3.90"
"972","54","819","20","4.20"
"973","54","447","20","3.50"
"974","54","508","10","3.90"
"975","54","514","10","4.50"
"976","54","510","10","4.50"
"977","54","513","10","4.50"
"978","54","88","20","2.90"
"979","54","511","10","4.50"
"980","54","16","20","3.20"
"981","54","839","10","4.60"
"982","54","62","20","2.70"
"983","54","35","20","3.10"
"984","54","957","10","7.70"
"985","54","61","20","2.60"
"986","54","17","20","2.90"
"987","54","34","20","2.90"
"988","54","87","20","2.70"
"989","54","906","10","5.30"
"990","54","814","20","4.80"
"991","54","971","20","5.90"
"992","54","185","20","5.20"
"993","54","430","21","4.80"
"994","54","681","20","4.40"
"996","54","54","20","3.10"
"997","54","1024","20","5.40"
"998","54","180","10","6.60"
"999","54","179","10","6.60"
"1000","54","689","10","5.10"
"1001","54","424","15","6.20"
"1002","54","804","14","7.00"
"1003","54","810","19","6.10"
"1004","54","715","10","4.70"
"1005","54","716","19","4.20"
"1006","54","758","10","2.90"
"1007","54","183","20","4.50"
"1008","54","427","30","4.10"
"1009","54","9","20","3.20"
"1010","54","678","20","3.80"
"1011","54","968","20","5.30"
"1012","55","83","1","3.50"
"1013","55","29","1","3.80"
"1014","55","17","1","3.30"
"1015","55","23","1","3.10"
"1016","55","28","1","3.30"
"1017","55","588","1","5.20"
