"ProductID","ProductName","Color","ModelDescription","FabricDescription","Category","Gender","ProductLine","Weight","Size","PackSize","Status","InventoryDate","PurchasePrice"
"38","3-K94","","K","94","Briefs","Girls' Panties","Underwear","280","3","Dozen","Out of Production","7/10/2003","1.80"
"39","3-K98","","K","98","Briefs","Girls' Panties","Underwear","225","3","Dozen","Out of Production","7/10/2003","1.80"
"40","3-K98E","","K","98","Briefs","Girls' Panties","Underwear","201","3","Dozen","Out of Production","7/10/2003","2.20"
"41","3-O23","","O","23","Briefs","Girls' Panties","Underwear","233","3","Dozen","Out of Production","8/6/2003","2.05"
"42","3-O23E","","O","23","Briefs","Girls' Panties","Underwear","226","3","Dozen","Out of Production","8/6/2003","2.25"
"43","3-U23","","U","23","Briefs","Girls' Panties","Underwear","228","3","Dozen","Out of Production","7/10/2003","2.20"
"44","3-U29","","U","29","Briefs","Girls' Panties","Underwear","257","3","Dozen","In Production","8/6/2003","2.47"
"45","1-166","","AT","166","Undershirts","Girls' Undershirts","Underwear","491","1","Dozen","Out of Production","7/10/2003","5.70"
"46","1-167","","AT","167","Undershirts","Girls' Undershirts","Underwear","455","1","Dozen","Out of Production","7/10/2003","4.20"
"47","1-170","","AT","170","Undershirts","Boys' Undershirts","Underwear","530","1","Dozen","In Production","7/10/2003","3.80"
"48","1-183","","AT","183","Undershirts","Girls' Undershirts","Underwear","482","1","Dozen","Out of Production","7/10/2003","4.80"
"49","1-185","","AT","185","Undershirts","Boys' Undershirts","Underwear","551","1","Dozen","In Production","7/10/2003","4.80"
"50","1-A30N","","A","30","Briefs","Girls' Panties","Underwear","177","1","Dozen","Out of Production","8/6/2003","2.90"
"51","1-ERK33","","ERK","33","Briefs","Boys' Briefs","Underwear","262","1","Dozen","Out of Production","7/10/2003","2.75"
"52","1-ERK61","","ERK","61","Briefs","Boys' Briefs","Underwear","280","1","Dozen","In Production","7/10/2003","2.30"
"53","1-ERK63","","ERK","63","Briefs","Boys' Briefs","Underwear","293","1","Dozen","In Production","7/10/2003","2.25"
"54","1-ERK64","","ERK","64","Briefs","Boys' Briefs","Underwear","291","1","Dozen","Out of Production","7/10/2003","2.60"
"55","1-ERK81","","ERK","81","Briefs","Boys' Briefs","Underwear","280","1","Dozen","Out of Production","7/10/2003","2.20"
"56","1-K29","","K","29","Briefs","Girls' Panties","Underwear","219","1","Dozen","In Production","7/10/2003","2.00"
"57","1-K30","","K","30","Briefs","Girls' Panties","Underwear","202","1","Dozen","In Production","7/10/2003","2.20"
"58","1-K30B","","K","30","Briefs","Girls' Panties","Underwear","212","1","Dozen","Out of Production","7/10/2003","2.40"
"59","1-K30C","","K","30","Briefs","Girls' Panties","Underwear","211","1","Dozen","Out of Production","7/10/2003","2.70"
"60","1-K30N","","K","30","Briefs","Girls' Panties","Underwear","218","1","Dozen","In Production","7/10/2003","2.80"
"61","1-K32","","K","32","Briefs","Girls' Panties","Underwear","252","1","Dozen","In Production","7/10/2003","2.10"
"62","1-K32E","","K","32","Briefs","Girls' Panties","Underwear","221","1","Dozen","In Production","7/10/2003","2.20"
"63","1-K98E","","K","98","Briefs","Girls' Panties","Underwear","219","1","Dozen","Out of Production","7/10/2003","1.95"
"64","2-167","","AT","167","Undershirts","Girls' Undershirts","Underwear","482","2","Dozen","Out of Production","7/10/2003","4.50"
"65","2-183","","AT","183","Undershirts","Girls' Undershirts","Underwear","553","2","Dozen","Out of Production","7/10/2003","5.20"
"66","2-184","","AT","184","Undershirts","Girls' Undershirts","Underwear","566","2","Dozen","In Production","7/10/2003","5.70"
"67","2-185","","AT","185","Undershirts","Boys' Undershirts","Underwear","590","2","Dozen","In Production","7/10/2003","5.40"
"68","2-BX34","","BX","34","Boxers","Boys' Briefs","Underwear","51","2","Single Unit","Out of Production","7/10/2003","0.57"
"69","2-BX64","","BX","64","Boxers","Boys' Briefs","Underwear","47","2","Single Unit","Out of Production","7/10/2003","0.44"
"70","2-BX61A","","BX","61","Boxers","Boys' Briefs","Underwear","47","2","Single Unit","Out of Production","7/10/2003","0.41"
"71","2-ERK33","","ERK","33","Briefs","Boys' Briefs","Underwear","328","2","Dozen","Out of Production","7/10/2003","3.00"
"72","2-ERK61","","ERK","61","Briefs","Boys' Briefs","Underwear","233","2","Dozen","In Production","7/10/2003","2.50"
"73","2-ERK63","","ERK","63","Briefs","Boys' Briefs","Underwear","301","2","Dozen","In Production","7/10/2003","2.40"
"74","2-ERK64","","ERK","64","Briefs","Boys' Briefs","Underwear","310","2","Dozen","Out of Production","7/10/2003","2.75"
"75","2-ERK81","","ERK","81","Briefs","Boys' Briefs","Underwear","233","2","Dozen","Out of Production","7/10/2003","2.40"
"76","2-GB23","","GB","23","Briefs","Girls' Panties","Underwear","240","2","Dozen","Out of Production","7/10/2003","1.45"
"77","2-GB32","","GB","32","Briefs","Girls' Panties","Underwear","290","2","Dozen","Out of Production","7/10/2003","2.45"
"78","2-GB32E","","GB","32","Briefs","Girls' Panties","Underwear","205","2","Dozen","Out of Production","8/6/2003","2.55"
"79","2-K23","","K","23","Briefs","Girls' Panties","Underwear","233","2","Dozen","In Production","7/10/2003","2.30"
"80","2-K23E","","K","23","Briefs","Girls' Panties","Underwear","221","2","Dozen","In Production","7/10/2003","2.40"
"81","2-K29","","K","29","Briefs","Girls' Panties","Underwear","256","2","Dozen","In Production","7/10/2003","2.20"
"82","2-K30","","K","30","Briefs","Girls' Panties","Underwear","243","2","Dozen","In Production","7/10/2003","2.40"
"83","2-K30B","","K","30","Briefs","Girls' Panties","Underwear","271","2","Dozen","Out of Production","7/10/2003","2.55"
"84","2-K30C","","K","30","Briefs","Girls' Panties","Underwear","270","2","Dozen","Out of Production","7/10/2003","2.85"
"85","2-K30N","","K","30","Briefs","Girls' Panties","Underwear","270","2","Dozen","In Production","7/10/2003","3.00"
"86","2-K31E","","K","31","Briefs","Girls' Panties","Underwear","299","2","Dozen","In Production","8/6/2003","2.50"
"87","2-K32","","K","32","Briefs","Girls' Panties","Underwear","282","2","Dozen","In Production","7/10/2003","2.30"
"88","2-K32E","","K","32","Briefs","Girls' Panties","Underwear","257","2","Dozen","In Production","7/10/2003","2.40"
"89","2-K98E","","K","98","Briefs","Girls' Panties","Underwear","239","2","Dozen","Out of Production","8/6/2003","2.05"
"90","2-U29","","U","29","Briefs","Girls' Panties","Underwear","225","2","Dozen","In Production","7/10/2003","2.60"
"91","2-U35","","U","35","Briefs","Girls' Panties","Underwear","221","2","Dozen","In Production","8/6/2003","2.42"
"92","Morera Women's Undershirts","","","","Undershirts","Women's Undershirts","Underwear","87","","Single Unit","Out of Production","7/10/2003","2.30"
"93","Morera Women's Boxer","","","","Boxers","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.70"
"94","Morera Women's Bustier","","","","Bustier","Women's Undershirts","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.70"
"95","Morera Women's Maternity Boxer Shorts","","","","Boxers","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.70"
"96","Morera Women's Maternity Briefs","","","","Briefs","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.70"
"97","Morera Women's Maternity Thong","","","","Thongs","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.60"
"98","Morera Women's Briefs","","","","Briefs","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.70"
"99","Morera Women's Thong","","","","Thongs","Women's Panties","Underwear","87","","Single Unit","Out of Production","7/10/2003","1.60"
"100","Morera Women's T-Shirt","","","","Undershirts","Women's Undershirts","Underwear","87","","Single Unit","Out of Production","7/10/2003","2.40"
"101","Morera Men's Boxer","","","","Boxers","Men's Briefs","Underwear","87","","Single Unit","Out of Production","7/10/2003","2.00"
"103","L-1711","","AT","1711","Undershirts","Men's Undershirts","Underwear","88","L","Single Unit","Out of Production","8/6/2003","0.63"
"105","L-173","","AT","173","Undershirts","Women's Undershirts","Underwear","940","L","Dozen","In Production","8/6/2003","5.90"
"107","L-174","","AT","174","Undershirts","Men's Undershirts","Underwear","1405","L","Dozen","In Production","7/10/2003","8.30"
"109","L-1741","","AT","1741","Undershirts","Men's Undershirts","Underwear","117","L","Single Unit","Out of Production","8/6/2003","0.82"
"111","L-177","","AT","177","Undershirts","Men's Undershirts","Underwear","1245","L","Dozen","In Production","8/6/2003","7.20"
"113","L-1771","","AT","1771","Undershirts","Men's Undershirts","Underwear","104","L","Single Unit","Out of Production","8/6/2003","0.65"
"115","L-188","","AT","188","Undershirts","Women's Undershirts","Underwear","935","L","Dozen","In Production","8/6/2003","7.70"
"117","L-191","","AT","191","Undershirts","Men's Undershirts","Underwear","1165","L","Dozen","In Production","7/10/2003","7.20"
"119","L-1911","","AT","1911","Undershirts","Men's Undershirts","Underwear","97","L","Single Unit","Out of Production","8/6/2003","0.69"
"120","L-191S","","AT","191","Undershirts","Men's Undershirts","Underwear","1360","L","Dozen","In Production","7/10/2003","8.20"
"121","L-191S1","","AT","191","Undershirts","Men's Undershirts","Underwear","113","L","Single Unit","Out of Production","8/6/2003","0.86"
"122","L-1931","","AT","1931","Undershirts","Men's Undershirts","Underwear","116","L","Single Unit","Out of Production","8/6/2003","0.70"
"123","L-1941","","AT","1941","Undershirts","Men's Undershirts","Underwear","117","L","Single Unit","Out of Production","8/6/2003","0.80"
"124","L-3101","","AT3K","3101","Undershirts","Women's Undershirts","Underwear","87","L","Single Unit","Out of Production","7/10/2003","0.70"
"125","L-3101S","","AT3K","3101","Undershirts","Women's Undershirts","Underwear","95","L","Single Unit","Out of Production","8/6/2003","0.80"
"126","L-3102","","AT3K","3102","Undershirts","Women's Undershirts","Underwear","102","L","Single Unit","Out of Production","7/10/2003","0.85"
"127","L-3102S","","AT3K","3102","Undershirts","Women's Undershirts","Underwear","113","L","Single Unit","Out of Production","8/6/2003","0.95"
"128","L-3103","","AT3K","3103","Undershirts","Women's Undershirts","Underwear","128","L","Single Unit","Out of Production","8/6/2003","0.85"
"129","L-3104","","AT3K","3104","Undershirts","Women's Undershirts","Underwear","87","L","Single Unit","Out of Production","7/10/2003","0.65"
"130","L-3104S","","AT3K","3104","Undershirts","Women's Undershirts","Underwear","97","L","Single Unit","Out of Production","8/6/2003","0.75"
"131","L-3105","","AT3K","3105","Undershirts","Women's Undershirts","Underwear","90","L","Single Unit","Out of Production","7/10/2003","0.75"
"132","L-3105S","","AT3K","3105","Undershirts","Women's Undershirts","Underwear","113","L","Single Unit","Out of Production","8/6/2003","0.85"
"133","L-3106","","AT3K","3106","Undershirts","Women's Undershirts","Underwear","116","L","Single Unit","Out of Production","7/10/2003","0.75"
"134","L-4201","","AT4K","4201","Undershirts","Women's Undershirts","Underwear","112","L","Single Unit","Out of Production","8/6/2003","0.75"
"135","L-4202","","AT4K","4202","Undershirts","Women's Undershirts","Underwear","102","L","Single Unit","Out of Production","8/6/2003","0.90"
"136","L-4203","","AT4K","4203","Undershirts","Women's Undershirts","Underwear","128","L","Single Unit","Out of Production","8/6/2003","0.90"
"137","L-4204","","AT4K","4204","Undershirts","Women's Undershirts","Underwear","98","L","Single Unit","Out of Production","8/6/2003","0.70"
"138","L-4205","","AT4K","4205","Undershirts","Women's Undershirts","Underwear","94","L","Single Unit","Out of Production","8/6/2003","0.75"
"139","L-A46","","A","46","Briefs","Women's Panties","Underwear","334","L","Dozen","Out of Production","7/10/2003","3.90"
"140","L-A4653","","A","4653","Briefs","Women's Panties","Underwear","336","L","Dozen","Out of Production","8/6/2003","4.20"
"141","L-A4654","","A","4654","Briefs","Women's Panties","Underwear","336","L","Dozen","Out of Production","8/6/2003","4.20"
"142","L-A4674","","A","4674","Briefs","Women's Panties","Underwear","336","L","Dozen","Out of Production","8/6/2003","4.20"
"143","L-A4675","","A","4675","Briefs","Women's Panties","Underwear","336","L","Dozen","Out of Production","8/6/2003","4.00"
"144","L-A46S","","A","46","Briefs","Women's Panties","Underwear","353","L","Dozen","Out of Production","8/6/2003","4.30"
"145","L-A52","","A","52","Briefs","Women's Panties","Underwear","384","L","Dozen","Out of Production","7/10/2003","4.30"
"146","L-A821","","A","821","Briefs","Women's Panties","Underwear","281","L","Dozen","Out of Production","8/6/2003","9.00"
"147","L-BB32S","","BB","32","Briefs","Women's Panties","Underwear","374","L","Dozen","Out of Production","8/6/2003","3.05"
"148","L-BB32T","","BB","32","Briefs","Women's Panties","Underwear","373","L","Dozen","Out of Production","8/6/2003","3.05"
"149","L-BB46S","","BB","46","Briefs","Women's Panties","Underwear","395","L","Dozen","Out of Production","8/6/2003","3.55"
"150","L-BB46T","","BB","46","Briefs","Women's Panties","Underwear","405","L","Dozen","Out of Production","8/6/2003","3.55"
"151","L-BX172","","BX","172","Boxers","Men's Briefs","Underwear","70","L","Single Unit","Out of Production","7/10/2003","1.60"
"152","L-BX17C2","","BX","17","Boxers","Men's Briefs","Underwear","67","L","Single Unit","Out of Production","7/10/2003","1.70"
"153","L-BX17S2","","BX","17","Boxers","Men's Briefs","Underwear","66","L","Single Unit","Out of Production","7/10/2003","1.70"
"154","L-BX17Y1","","BX","17","Boxers","Men's Briefs","Underwear","66","L","Single Unit","Out of Production","7/10/2003","1.55"
"155","L-BX34A","","BX","34","Boxers","Men's Briefs","Underwear","88","L","Single Unit","In Production","7/10/2003","1.10"
"156","L-BX34B","","BX","34","Boxers","Men's Briefs","Underwear","80","L","Single Unit","Out of Production","7/10/2003","1.30"
"157","L-BX34C","","BX","34","Boxers","Men's Briefs","Underwear","79","L","Single Unit","Out of Production","7/10/2003","1.10"
"158","L-BX46B","","BX","46","Boxers","Men's Briefs","Underwear","80","L","Single Unit","Out of Production","7/10/2003","1.05"
"159","L-BX46C","","BX","46","Boxers","Men's Briefs","Underwear","75","L","Single Unit","In Production","7/10/2003","1.00"
"160","L-BX46CB","","BX","46","Boxers","Men's Briefs","Underwear","90","L","Single Unit","Out of Production","7/10/2003","1.05"
"161","L-BX46SA","","BX","46","Boxers","Men's Briefs","Underwear","84","L","Single Unit","Out of Production","7/10/2003","1.00"
"162","L-BX46SC","","BX","46","Boxers","Men's Briefs","Underwear","83","L","Single Unit","In Production","7/10/2003","1.10"
"163","L-BX64P","","BX","64","Boxers","Men's Briefs","Underwear","90","L","Single Unit","Out of Production","7/10/2003","0.75"
"164","L-BX61A","","BX","61","Boxers","Men's Briefs","Underwear","70","L","Single Unit","In Production","7/10/2003","0.70"
"165","L-C1011S","","C","1011","Briefs","Women's Panties","Underwear","310","L","Dozen","Out of Production","8/6/2003","4.70"
"166","L-C10S","","C","10","Briefs","Women's Panties","Underwear","310","L","Dozen","Out of Production","8/6/2003","4.70"
"167","L-C11S","","C","11","Briefs","Women's Panties","Underwear","305","L","Dozen","Out of Production","7/10/2003","4.20"
"168","L-C32","","C","32","Briefs","Women's Panties","Underwear","305","L","Dozen","Out of Production","7/10/2003","3.20"
"169","L-C32E","","C","32","Briefs","Women's Panties","Underwear","350","L","Dozen","Out of Production","7/10/2003","3.35"
"170","L-C32S","","C","32","Briefs","Women's Panties","Underwear","365","L","Dozen","Out of Production","8/6/2003","3.40"
"171","L-C46D","","C","46","Briefs","Women's Panties","Underwear","365","L","Dozen","Out of Production","8/6/2003","4.45"
"172","L-C46K","","C","46","Briefs","Women's Panties","Underwear","383","L","Dozen","Out of Production","8/6/2003","4.70"
"173","L-C46S","","C","46","Briefs","Women's Panties","Underwear","380","L","Dozen","Out of Production","8/6/2003","3.60"
"174","L-C46SD","","C","46","Briefs","Women's Panties","Underwear","345","L","Dozen","Out of Production","8/6/2003","4.85"
"175","L-C46SK","","C","46","Briefs","Women's Panties","Underwear","359","L","Dozen","Out of Production","7/10/2003","5.10"
"176","L-C97","","C","97","Briefs","Women's Panties","Underwear","282","L","Dozen","Out of Production","8/6/2003","4.00"
"177","L-C97S","","C","97","Briefs","Women's Panties","Underwear","283","L","Dozen","Out of Production","8/6/2003","4.20"
"178","L-D31S","","D","31","Briefs","Women's Panties","Underwear","515","L","Dozen","Out of Production","8/6/2003","4.65"
"179","L-D46S","","D","46","Briefs","Women's Panties","Underwear","515","L","Dozen","Out of Production","7/10/2003","4.60"
"180","L-D46T","","D","46","Briefs","Women's Panties","Underwear","405","L","Dozen","Out of Production","7/10/2003","5.30"
"181","L-ERK33","","ERK","33","Briefs","Men's Briefs","Underwear","705","L","Dozen","Out of Production","7/10/2003","4.80"
"182","L-ERK34B","","ERK","34","Briefs","Men's Briefs","Underwear","695","L","Dozen","In Production","7/10/2003","6.10"
"183","L-ERK61","","ERK","61","Briefs","Men's Briefs","Underwear","575","L","Dozen","In Production","7/10/2003","3.90"
"184","L-ERK63","","ERK","63","Briefs","Men's Briefs","Underwear","585","L","Dozen","In Production","7/10/2003","3.70"
"185","L-ERK64","","ERK","64","Briefs","Men's Briefs","Underwear","585","L","Dozen","Out of Production","7/10/2003","4.20"
"186","L-ERK64B","","ERK","64","Briefs","Men's Briefs","Underwear","610","L","Dozen","Out of Production","7/10/2003","4.80"
"187","L-ERK81","","ERK","81","Briefs","Men's Briefs","Underwear","286","L","Dozen","Out of Production","7/10/2003","3.55"
"189","L-G31E","","G","31","Briefs","Women's Panties","Underwear","390","L","Dozen","Out of Production","7/10/2003","4.15"
"190","L-G46","","G","46","Briefs","Women's Panties","Underwear","369","L","Dozen","In Production","7/10/2003","4.90"
"191","L-G46E","","G","46","Briefs","Women's Panties","Underwear","401","L","Dozen","Out of Production","7/10/2003","4.65"
"192","L-G46S","","G","46","Briefs","Women's Panties","Underwear","400","L","Dozen","In Production","8/6/2003","5.40"
"193","L-GS56","","GS","56","Briefs","Women's Panties","Underwear","732","L","Dozen","Out of Production","8/6/2003","5.50"
"194","L-H46","","H","46","Briefs","Women's Panties","Underwear","341","L","Dozen","Out of Production","8/6/2003","3.55"
"195","L-H46073","","H","46073","Briefs","Women's Panties","Underwear","400","L","Dozen","Out of Production","8/6/2003","4.80"
"196","L-K21","","K","21","Briefs","Women's Panties","Underwear","480","L","Dozen","In Production","7/10/2003","3.60"
"197","L-K21E","","K","21","Briefs","Women's Panties","Underwear","480","L","Dozen","In Production","7/10/2003","3.80"
"198","L-K22","","K","22","Briefs","Women's Panties","Underwear","322","L","Dozen","Out of Production","7/10/2003","2.60"
"199","L-K22E","","K","22","Briefs","Women's Panties","Underwear","340","L","Dozen","Out of Production","7/10/2003","2.75"
"200","L-K23","","K","23","Briefs","Women's Panties","Underwear","370","L","Dozen","In Production","7/10/2003","3.30"
"201","L-K23E","","K","23","Briefs","Women's Panties","Underwear","430","L","Dozen","In Production","7/10/2003","3.50"
"202","L-K24","","K","24","Briefs","Women's Panties","Underwear","460","L","Dozen","In Production","7/10/2003","3.40"
"203","L-K24E","","K","24","Briefs","Women's Panties","Underwear","470","L","Dozen","In Production","8/6/2003","3.60"
"204","L-K25","","K","25","Briefs","Women's Panties","Underwear","505","L","Dozen","In Production","8/6/2003","3.50"
"205","L-K25S","","K","25","Briefs","Women's Panties","Underwear","470","L","Dozen","Out of Production","8/6/2003","3.25"
"206","L-K25T","","K","25","Briefs","Women's Panties","Underwear","482","L","Dozen","Out of Production","8/6/2003","3.15"
"207","L-K26","","K","26","Briefs","Women's Panties","Underwear","533","L","Dozen","Out of Production","8/6/2003","2.65"
"208","L-K26T","","K","26","Briefs","Women's Panties","Underwear","525","L","Dozen","Out of Production","8/6/2003","3.05"
"209","L-K29","","K","29","Briefs","Women's Panties","Underwear","434","L","Dozen","In Production","7/10/2003","3.20"
"210","L-K30","","K","30","Briefs","Women's Panties","Underwear","470","L","Dozen","In Production","7/10/2003","3.30"
"211","L-K30D","","K","30","Briefs","Women's Panties","Underwear","431","L","Dozen","Out of Production","7/10/2003","3.75"
"212","L-K30SD","","K","30","Briefs","Women's Panties","Underwear","455","L","Dozen","Out of Production","7/10/2003","4.00"
"213","L-K30SV","","K","30","Briefs","Women's Panties","Underwear","450","L","Dozen","Out of Production","7/10/2003","4.00"
"214","L-K30V","","K","30","Briefs","Women's Panties","Underwear","431","L","Dozen","Out of Production","7/10/2003","3.75"
"215","L-K31","","K","31","Briefs","Women's Panties","Underwear","470","L","Dozen","In Production","7/10/2003","3.50"
"216","L-K31E","","K","31","Briefs","Women's Panties","Underwear","460","L","Dozen","In Production","7/10/2003","3.70"
"217","L-K31S","","K","31","Briefs","Women's Panties","Underwear","505","L","Dozen","In Production","7/10/2003","3.90"
"218","L-K31T","","K","31","Briefs","Women's Panties","Underwear","495","L","Dozen","In Production","8/6/2003","3.70"
"219","L-K32","","K","32","Briefs","Women's Panties","Underwear","428","L","Dozen","In Production","7/10/2003","3.40"
"220","L-K32E","","K","32","Briefs","Women's Panties","Underwear","440","L","Dozen","In Production","7/10/2003","3.60"
"221","L-K32S","","K","32","Briefs","Women's Panties","Underwear","470","L","Dozen","In Production","7/10/2003","3.80"
"222","L-K32T","","K","32","Briefs","Women's Panties","Underwear","425","L","Dozen","In Production","8/6/2003","3.60"
"223","L-K40","","K","40","Briefs","Women's Panties","Underwear","348","L","Dozen","Out of Production","7/10/2003","4.10"
"224","L-K406","","K","406","Briefs","Women's Panties","Underwear","419","L","Dozen","Out of Production","7/10/2003","3.80"
"225","L-K407","","K","407","Briefs","Women's Panties","Underwear","420","L","Dozen","Out of Production","7/10/2003","3.50"
"226","L-K408","","K","408","Briefs","Women's Panties","Underwear","419","L","Dozen","Out of Production","7/10/2003","3.80"
"227","L-K40E","","K","40","Briefs","Women's Panties","Underwear","461","L","Dozen","Out of Production","7/10/2003","2.65"
"228","L-K410","","K","410","Briefs","Women's Panties","Underwear","475","L","Dozen","Out of Production","7/10/2003","3.80"
"229","L-K411","","K","411","Briefs","Women's Panties","Underwear","478","L","Dozen","Out of Production","7/10/2003","4.10"
"230","L-K414","","K","414","Briefs","Women's Panties","Underwear","478","L","Dozen","Out of Production","7/10/2003","3.35"
"231","L-K418","","K","418","Briefs","Women's Panties","Underwear","405","L","Dozen","Out of Production","7/10/2003","3.70"
"232","L-K42","","K","42","Briefs","Women's Panties","Underwear","515","L","Dozen","Out of Production","8/6/2003","2.65"
"233","L-K421","","K","421","Briefs","Women's Panties","Underwear","455","L","Dozen","Out of Production","7/10/2003","3.70"
"234","L-K423","","K","423","Briefs","Women's Panties","Underwear","480","L","Dozen","Out of Production","7/10/2003","3.80"
"235","L-K424","","K","424","Briefs","Women's Panties","Underwear","455","L","Dozen","Out of Production","7/10/2003","3.90"
"236","L-K425","","K","425","Briefs","Women's Panties","Underwear","431","L","Dozen","Out of Production","7/10/2003","3.80"
"238","L-K426","","K","426","Briefs","Women's Panties","Underwear","431","L","Dozen","Out of Production","7/10/2003","4.00"
"240","L-K426S","","K","426","Briefs","Women's Panties","Underwear","443","L","Dozen","Out of Production","7/10/2003","3.60"
"242","L-K427","","K","427","Briefs","Women's Panties","Underwear","449","L","Dozen","Out of Production","7/10/2003","3.90"
"244","L-K428","","K","428","Briefs","Women's Panties","Underwear","449","L","Dozen","Out of Production","7/10/2003","3.00"
"246","L-K43","","K","43","Briefs","Women's Panties","Underwear","506","L","Dozen","Out of Production","8/6/2003","2.65"
"248","L-K430","","K","430","Briefs","Women's Panties","Underwear","449","L","Dozen","Out of Production","7/10/2003","3.00"
"250","L-K452","","K","452","Briefs","Women's Panties","Underwear","413","L","Dozen","Out of Production","7/10/2003","3.10"
