"TransactionID","ProductID","PurchaseOrderID","MissingID","TransactionDate","UnitPurchasePrice","QuantityOrdered","QuantityReceived","QuantityMissing"
"181","224","","","5/29/2003","","30","30",""
"182","225","","","5/29/2003","","30","30",""
"183","226","","","5/29/2003","","30","30",""
"184","227","","","5/29/2003","","120","120",""
"185","228","","","5/29/2003","","30","30",""
"186","229","","","5/29/2003","","30","30",""
"187","230","","","5/29/2003","","30","30",""
"188","231","","","5/29/2003","","30","30",""
"189","233","","","5/29/2003","","30","30",""
"190","234","","","5/29/2003","","30","30",""
"191","235","","","5/29/2003","","30","30",""
"192","236","","","5/29/2003","","30","30",""
"193","238","","","5/29/2003","","30","30",""
"194","240","","","5/29/2003","","30","30",""
"195","242","","","5/29/2003","","30","30",""
"196","244","","","5/29/2003","","30","30",""
"197","248","","","5/29/2003","","30","30",""
"198","250","","","5/29/2003","","30","30",""
"199","252","","","5/29/2003","","300","300",""
"200","253","","","5/29/2003","","30","30",""
"201","255","","","5/29/2003","","120","120",""
"202","257","","","5/29/2003","","120","120",""
"203","258","","","5/29/2003","","120","120",""
"204","259","","","5/29/2003","","60","60",""
"205","260","","","5/29/2003","","179","179",""
"206","261","","","5/29/2003","","120","120",""
"207","262","","","5/29/2003","","120","120",""
"208","264","","","5/29/2003","","30","30",""
"209","265","","","5/29/2003","","60","60",""
"210","266","","","5/29/2003","","60","60",""
"211","267","","","5/29/2003","","120","120",""
"212","268","","","5/29/2003","","60","60",""
"213","270","","","5/29/2003","","60","60",""
"214","271","","","5/29/2003","","60","60",""
"215","272","","","5/29/2003","","60","60",""
"216","273","","","5/29/2003","","65","65",""
"217","274","","","5/29/2003","","30","30",""
"218","275","","","5/29/2003","","30","30",""
"222","276","","","5/29/2003","","30","30",""
"224","277","","","5/29/2003","","30","30",""
"226","278","","","5/29/2003","","30","30",""
"228","279","","","5/29/2003","","30","30",""
"229","280","","","5/29/2003","","30","30",""
"230","281","","","5/29/2003","","60","60",""
"231","282","","","5/29/2003","","30","30",""
"232","283","","","5/29/2003","","30","30",""
"233","289","","","5/29/2003","","120","120",""
"234","290","","","5/29/2003","","120","120",""
"235","291","","","5/29/2003","","60","60",""
"236","294","","","5/29/2003","","60","60",""
"238","295","","","5/29/2003","","120","120",""
"240","296","","","5/29/2003","","120","120",""
"242","297","","","5/29/2003","","120","120",""
"244","314","","","5/29/2003","","60","60",""
"246","315","","","5/29/2003","","60","60",""
"248","316","","","5/29/2003","","60","60",""
"250","322","","","5/29/2003","","20","20",""
"252","323","","","5/29/2003","","20","20",""
"253","326","","","5/29/2003","","20","20",""
"255","332","","","5/29/2003","","20","20",""
"257","334","","","5/29/2003","","0","0",""
"258","335","","","5/29/2003","","0","0",""
"259","338","","","5/29/2003","","0","0",""
"260","340","","","5/29/2003","","100","100",""
"262","341","","","5/29/2003","","100","100",""
"264","342","","","5/29/2003","","100","100",""
"266","350","","","5/29/2003","","60","60",""
"267","358","","","5/29/2003","","61","61",""
"268","359","","","5/29/2003","","60","60",""
"269","360","","","5/29/2003","","60","60",""
"270","361","","","5/29/2003","","60","60",""
"271","372","","","5/29/2003","","59","59",""
"272","373","","","5/29/2003","","60","60",""
"273","376","","","5/29/2003","","120","120",""
"274","378","","","5/29/2003","","199","199",""
"276","379","","","5/29/2003","","200","200",""
"278","380","","","5/29/2003","","199","199",""
"280","381","","","5/29/2003","","199","199",""
"282","382","","","5/29/2003","","200","200",""
"284","383","","","5/29/2003","","200","200",""
"286","384","","","5/29/2003","","199","199",""
"288","385","","","5/29/2003","","200","200",""
"290","386","","","5/29/2003","","0","0",""
"291","387","","","5/29/2003","","194","194",""
"293","388","","","5/29/2003","","139","139",""
"295","392","","","5/29/2003","","60","60",""
"296","396","","","5/29/2003","","120","120",""
"297","398","","","5/29/2003","","120","120",""
"298","399","","","5/29/2003","","60","60",""
"299","401","","","5/29/2003","","26","26",""
"300","403","","","5/29/2003","","60","60",""
"301","405","","","5/29/2003","","78","78",""
"302","406","","","5/29/2003","","120","120",""
"303","407","","","5/29/2003","","60","60",""
"304","408","","","5/29/2003","","160","160",""
"305","409","","","5/29/2003","","60","60",""
"306","411","","","5/29/2003","","60","60",""
"307","412","","","5/29/2003","","60","60",""
"308","413","","","5/29/2003","","60","60",""
"309","415","","","5/29/2003","","60","60",""
"310","416","","","5/29/2003","","60","60",""
"311","417","","","5/29/2003","","58","58",""
"312","418","","","5/29/2003","","60","60",""
"313","419","","","5/29/2003","","60","60",""
"314","420","","","5/29/2003","","60","60",""
"315","421","","","5/29/2003","","60","60",""
"316","422","","","5/29/2003","","60","60",""
"317","423","","","5/29/2003","","60","60",""
"318","424","","","5/29/2003","","60","60",""
"319","425","","","5/29/2003","","181","181",""
"320","426","","","5/29/2003","","40","40",""
"321","427","","","5/29/2003","","1200","1200",""
"322","429","","","5/29/2003","","60","60",""
"323","430","","","5/29/2003","","303","303",""
"324","431","","","5/29/2003","","120","120",""
"325","432","","","5/29/2003","","120","120",""
"326","433","","","5/29/2003","","180","180",""
"327","440","","","5/29/2003","","60","60",""
"328","441","","","5/29/2003","","60","60",""
"329","442","","","5/29/2003","","160","160",""
"330","447","","","5/29/2003","","121","121",""
"331","448","","","5/29/2003","","60","60",""
"332","450","","","5/29/2003","","60","60",""
"333","452","","","5/29/2003","","120","120",""
"334","454","","","5/29/2003","","60","60",""
"335","456","","","5/29/2003","","60","60",""
"336","468","","","5/29/2003","","60","60",""
"337","470","","","5/29/2003","","60","60",""
"338","471","","","5/29/2003","","60","60",""
"339","472","","","5/29/2003","","60","60",""
"340","474","","","5/29/2003","","120","120",""
"341","475","","","5/29/2003","","60","60",""
"342","476","","","5/29/2003","","60","60",""
"343","477","","","5/29/2003","","60","60",""
"344","478","","","5/29/2003","","60","60",""
"345","480","","","5/29/2003","","120","120",""
"346","481","","","5/29/2003","","120","120",""
"347","482","","","5/29/2003","","60","60",""
"348","484","","","5/29/2003","","30","30",""
"349","485","","","5/29/2003","","30","30",""
"350","486","","","5/29/2003","","120","120",""
"351","487","","","5/29/2003","","30","30",""
"352","488","","","5/29/2003","","30","30",""
"353","489","","","5/29/2003","","30","30",""
"354","490","","","5/29/2003","","30","30",""
"355","491","","","5/29/2003","","30","30",""
"356","494","","","5/29/2003","","30","30",""
"357","495","","","5/29/2003","","30","30",""
"358","496","","","5/29/2003","","60","60",""
"359","497","","","5/29/2003","","30","30",""
"360","498","","","5/29/2003","","60","60",""
"361","499","","","5/29/2003","","30","30",""
"362","500","","","5/29/2003","","30","30",""
"363","501","","","5/29/2003","","30","30",""
"364","502","","","5/29/2003","","30","30",""
"365","503","","","5/29/2003","","30","30",""
"366","504","","","5/29/2003","","180","180",""
"367","505","","","5/29/2003","","120","120",""
"368","506","","","5/29/2003","","30","30",""
"369","507","","","5/29/2003","","60","60",""
"370","508","","","5/29/2003","","60","60",""
"371","509","","","5/29/2003","","60","60",""
"372","510","","","5/29/2003","","60","60",""
"374","511","","","5/29/2003","","60","60",""
"375","512","","","5/29/2003","","120","120",""
"376","513","","","5/29/2003","","60","60",""
"377","514","","","5/29/2003","","60","60",""
"378","516","","","5/29/2003","","30","30",""
"379","517","","","5/29/2003","","60","60",""
"380","518","","","5/29/2003","","60","60",""
"384","519","","","5/29/2003","","60","60",""
"386","520","","","5/29/2003","","60","60",""
"388","521","","","5/29/2003","","60","60",""
"389","522","","","5/29/2003","","60","60",""
"392","524","","","5/29/2003","","60","60",""
"394","525","","","5/29/2003","","61","61",""
"396","526","","","5/29/2003","","30","30",""
"399","527","","","5/29/2003","","30","30",""
"401","528","","","5/29/2003","","65","65",""
"403","529","","","5/29/2003","","30","30",""
"405","530","","","5/29/2003","","30","30",""
"406","531","","","5/29/2003","","30","30",""
"407","532","","","5/29/2003","","89","89",""
"408","533","","","5/29/2003","","30","30",""
"409","534","","","5/29/2003","","30","30",""
"410","535","","","5/29/2003","","30","30",""
"411","536","","","5/29/2003","","30","30",""
"412","538","","","5/29/2003","","30","30",""
"413","540","","","5/29/2003","","60","60",""
"414","541","","","5/29/2003","","30","30",""
"415","545","","","5/29/2003","","60","60",""
"416","546","","","5/29/2003","","60","60",""
"417","547","","","5/29/2003","","60","60",""
"418","553","","","5/29/2003","","60","60",""
"419","561","","","5/29/2003","","80","80",""
"420","562","","","5/29/2003","","80","80",""
"421","563","","","5/29/2003","","60","60",""
"422","564","","","5/29/2003","","60","60",""
"423","565","","","5/29/2003","","60","60",""
"424","566","","","5/29/2003","","60","60",""
"425","567","","","5/29/2003","","81","81",""
"426","583","","","5/29/2003","","0","0",""
"427","587","","","5/29/2003","","60","60",""
"428","588","","","5/29/2003","","60","60",""
"429","591","","","5/29/2003","","120","120",""
"430","593","","","5/29/2003","","120","120",""
"431","594","","","5/29/2003","","53","53",""
"432","595","","","5/29/2003","","120","120",""
"433","615","","","5/29/2003","","120","120",""
"434","643","","","5/29/2003","","0","0",""
"435","644","","","5/29/2003","","0","0",""
"436","647","","","5/29/2003","","0","0",""
"437","649","","","5/29/2003","","100","100",""
"439","650","","","5/29/2003","","100","100",""
"441","659","","","5/29/2003","","60","60",""
"442","665","","","5/29/2003","","190","190",""
"444","668","","","5/29/2003","","0","0",""
"445","669","","","5/29/2003","","211","211",""
"447","670","","","5/29/2003","","200","200",""
"450","671","","","5/29/2003","","199","199",""
"454","673","","","5/29/2003","","0","0",""
"456","674","","","5/29/2003","","199","199",""
"460","675","","","5/29/2003","","201","201",""
"464","676","","","5/29/2003","","202","202",""
"468","677","","","5/29/2003","","120","120",""
"472","678","","","5/29/2003","","900","900",""
"473","680","","","5/29/2003","","60","60",""
"474","681","","","5/29/2003","","239","239",""
"475","682","","","5/29/2003","","120","120",""
"476","683","","","5/29/2003","","60","60",""
"477","684","","","5/29/2003","","60","60",""
"478","685","","","5/29/2003","","45","45",""
"479","686","","","5/29/2003","","60","60",""
"480","689","","","5/29/2003","","60","60",""
"481","692","","","5/29/2003","","120","120",""
"482","693","","","5/29/2003","","60","60",""
"483","694","","","5/29/2003","","120","120",""
"484","695","","","5/29/2003","","60","60",""
"485","699","","","5/29/2003","","60","60",""
"486","700","","","5/29/2003","","60","60",""
"487","701","","","5/29/2003","","60","60",""
"488","702","","","5/29/2003","","61","61",""
"489","703","","","5/29/2003","","60","60",""
"490","704","","","5/29/2003","","60","60",""
"491","707","","","5/29/2003","","119","119",""
"492","709","","","5/29/2003","","60","60",""
"493","710","","","5/29/2003","","60","60",""
"494","712","","","5/29/2003","","60","60",""
"495","713","","","5/29/2003","","60","60",""
"496","714","","","5/29/2003","","60","60",""
"497","715","","","5/29/2003","","60","60",""
"498","716","","","5/29/2003","","60","60",""
"499","729","","","5/29/2003","","115","115",""
"500","735","","","5/29/2003","","120","120",""
"501","737","","","5/29/2003","","120","120",""
"502","740","","","5/29/2003","","179","179",""
"503","758","","","5/29/2003","","120","120",""
"504","761","","","5/29/2003","","80","80",""
"505","763","","","5/29/2003","","20","20",""
"506","764","","","5/29/2003","","40","40",""
"507","766","","","5/29/2003","","60","60",""
"508","769","","","5/29/2003","","60","60",""
"509","771","","","5/29/2003","","40","40",""
"510","773","","","5/29/2003","","40","40",""
"511","784","","","5/29/2003","","60","60",""
"512","785","","","5/29/2003","","60","60",""
"513","786","","","5/29/2003","","60","60",""
"514","788","","","5/29/2003","","238","238",""
"516","789","","","5/29/2003","","250","250",""
"518","790","","","5/29/2003","","248","248",""
"520","791","","","5/29/2003","","248","248",""
"522","792","","","5/29/2003","","249","249",""
"524","793","","","5/29/2003","","249","249",""
"526","794","","","5/29/2003","","251","251",""
"528","797","","","5/29/2003","","250","250",""
"530","798","","","5/29/2003","","251","251",""
"532","799","","","5/29/2003","","250","250",""
"534","800","","","5/29/2003","","200","200",""
"536","801","","","5/29/2003","","0","0",""
"538","802","","","5/29/2003","","0","0",""
"539","803","","","5/29/2003","","60","60",""
"540","804","","","5/29/2003","","60","60",""
"541","805","","","5/29/2003","","120","120",""
"545","806","","","5/29/2003","","600","600",""
"546","807","","","5/29/2003","","60","60",""
"547","808","","","5/29/2003","","180","180",""
"548","809","","","5/29/2003","","120","120",""
"549","810","","","5/29/2003","","60","60",""
"550","812","","","5/29/2003","","50","50",""
"551","813","","","5/29/2003","","49","49",""
"552","814","","","5/29/2003","","50","50",""
"553","815","","","5/29/2003","","60","60",""
"554","816","","","5/29/2003","","50","50",""
"555","817","","","5/29/2003","","50","50",""
"556","819","","","5/29/2003","","120","120",""
"557","820","","","5/29/2003","","120","120",""
"558","821","","","5/29/2003","","60","60",""
"559","822","","","5/29/2003","","178","178",""
"560","824","","","5/29/2003","","60","60",""
"561","830","","","5/29/2003","","120","120",""
"562","831","","","5/29/2003","","120","120",""
"563","832","","","5/29/2003","","60","60",""
"564","833","","","5/29/2003","","120","120",""
"565","834","","","5/29/2003","","60","60",""
"566","835","","","5/29/2003","","180","180",""
"567","836","","","5/29/2003","","120","120",""
"568","837","","","5/29/2003","","60","60",""
"569","838","","","5/29/2003","","30","30",""
"570","839","","","5/29/2003","","30","30",""
"571","840","","","5/29/2003","","36","36",""
"572","841","","","5/29/2003","","30","30",""
"573","842","","","5/29/2003","","30","30",""
"574","843","","","5/29/2003","","120","120",""
"575","844","","","5/29/2003","","30","30",""
"576","845","","","5/29/2003","","30","30",""
"577","846","","","5/29/2003","","30","30",""
"578","847","","","5/29/2003","","30","30",""
"579","848","","","5/29/2003","","29","29",""
"580","850","","","5/29/2003","","30","30",""
"581","851","","","5/29/2003","","30","30",""
"582","853","","","5/29/2003","","30","30",""
"583","854","","","5/29/2003","","30","30",""
"584","855","","","5/29/2003","","30","30",""
"585","856","","","5/29/2003","","180","180",""
"586","857","","","5/29/2003","","30","30",""
"587","858","","","5/29/2003","","120","120",""
"588","862","","","5/29/2003","","120","120",""
"589","863","","","5/29/2003","","30","30",""
"590","864","","","5/29/2003","","60","60",""
"591","865","","","5/29/2003","","120","120",""
"592","866","","","5/29/2003","","60","60",""
"593","867","","","5/29/2003","","30","30",""
"594","868","","","5/29/2003","","30","30",""
"595","869","","","5/29/2003","","60","60",""
"596","870","","","5/29/2003","","30","30",""
"597","871","","","5/29/2003","","30","30",""
"598","872","","","5/29/2003","","30","30",""
"599","873","","","5/29/2003","","30","30",""
"600","874","","","5/29/2003","","60","60",""
"601","875","","","5/29/2003","","30","30",""
"602","876","","","5/29/2003","","59","59",""
"603","877","","","5/29/2003","","30","30",""
"604","879","","","5/29/2003","","60","60",""
"605","881","","","5/29/2003","","60","60",""
"606","882","","","5/29/2003","","120","120",""
"607","885","","","5/29/2003","","0","0",""
"608","888","","","5/29/2003","","40","40",""
"609","894","","","5/29/2003","","40","40",""
"610","895","","","5/29/2003","","20","20",""
"611","897","","","5/29/2003","","20","20",""
"612","899","","","5/29/2003","","0","0",""
"613","900","","","5/29/2003","","0","0",""
"614","901","","","5/29/2003","","0","0",""
"615","906","","","5/29/2003","","50","50",""
"616","907","","","5/29/2003","","60","60",""
"617","908","","","5/29/2003","","50","50",""
"618","909","","","5/29/2003","","60","60",""
"619","910","","","5/29/2003","","120","120",""
"620","911","","","5/29/2003","","60","60",""
"621","912","","","5/29/2003","","60","60",""
"622","913","","","5/29/2003","","120","120",""
"623","914","","","5/29/2003","","60","60",""
"636","915","","","5/29/2003","","60","60",""
"637","920","","","5/29/2003","","120","120",""
"638","921","","","5/29/2003","","60","60",""
"639","922","","","5/29/2003","","60","60",""
"640","923","","","5/29/2003","","60","60",""
"641","924","","","5/29/2003","","60","60",""
"642","925","","","5/29/2003","","60","60",""
"643","926","","","5/29/2003","","180","180",""
"644","927","","","5/29/2003","","120","120",""
"645","928","","","5/29/2003","","60","60",""
"646","929","","","5/29/2003","","60","60",""
"647","930","","","5/29/2003","","120","120",""
"648","932","","","5/29/2003","","180","180",""
"649","933","","","5/29/2003","","60","60",""
"650","934","","","5/29/2003","","60","60",""
"651","935","","","5/29/2003","","60","60",""
"652","939","","","5/29/2003","","60","60",""
"653","940","","","5/29/2003","","120","120",""
"654","941","","","5/29/2003","","120","120",""
"655","943","","","5/29/2003","","60","60",""
"656","944","","","5/29/2003","","120","120",""
"657","945","","","5/29/2003","","60","60",""
"658","946","","","5/29/2003","","60","60",""
"659","950","","","5/29/2003","","60","60",""
"660","952","","","5/29/2003","","60","60",""
"661","954","","","5/29/2003","","60","60",""
"662","955","","","5/29/2003","","60","60",""
"663","956","","","5/29/2003","","60","60",""
"664","957","","","5/29/2003","","60","60",""
"665","958","","","5/29/2003","","20","20",""
"666","959","","","5/29/2003","","30","30",""
"667","960","","","5/29/2003","","55","55",""
"668","961","","","5/29/2003","","25","25",""
"669","962","","","5/29/2003","","30","30",""
"670","963","","","5/29/2003","","60","60",""
"671","964","","","5/29/2003","","55","55",""
"672","968","","","5/29/2003","","300","300",""
"673","969","","","5/29/2003","","50","50",""
"674","971","","","5/29/2003","","50","50",""
"675","972","","","5/29/2003","","50","50",""
"676","973","","","5/29/2003","","100","100",""
"677","975","","","5/29/2003","","60","60",""
"678","976","","","5/29/2003","","60","60",""
"679","977","","","5/29/2003","","60","60",""
"680","978","","","5/29/2003","","60","60",""
"681","979","","","5/29/2003","","60","60",""
"682","980","","","5/29/2003","","60","60",""
"683","982","","","5/29/2003","","60","60",""
"684","983","","","5/29/2003","","60","60",""
"685","985","","","5/29/2003","","60","60",""
"686","986","","","5/29/2003","","60","60",""
"687","987","","","5/29/2003","","60","60",""
"688","989","","","5/29/2003","","60","60",""
"689","990","","","5/29/2003","","60","60",""
"690","991","","","5/29/2003","","60","60",""
"691","994","","","5/29/2003","","60","60",""
"692","995","","","5/29/2003","","59","59",""
"693","996","","","5/29/2003","","60","60",""
"694","998","","","5/29/2003","","50","50",""
"695","999","","","5/29/2003","","60","60",""
"696","1000","","","5/29/2003","","60","60",""
"697","1001","","","5/29/2003","","60","60",""
"698","1002","","","5/29/2003","","60","60",""
"699","1003","","","5/29/2003","","60","60",""
"700","1004","","","5/29/2003","","60","60",""
"701","1005","","","5/29/2003","","60","60",""
"702","1006","","","5/29/2003","","60","60",""
"703","1007","","","5/29/2003","","60","60",""
"704","1009","","","5/29/2003","","60","60",""
"705","1010","","","5/29/2003","","60","60",""
"706","5","","","8/6/2003","","90","90",""
"707","6","","","8/6/2003","","310","310",""
"708","7","","","8/6/2003","","899","899",""
"709","9","","","8/6/2003","","450","450",""
"710","12","","","8/6/2003","","90","90",""
"711","17","","","8/6/2003","","180","180",""
"712","20","","","8/6/2003","","90","90",""
"713","21","","","8/6/2003","","90","90",""
"714","24","","","8/6/2003","","180","180",""
"715","25","","","8/6/2003","","180","180",""
"716","26","","","8/6/2003","","90","90",""
"717","33","","","8/6/2003","","90","90",""
"718","38","","","8/6/2003","","180","180",""
"719","41","","","8/6/2003","","90","90",""
"720","42","","","8/6/2003","","90","90",""
"721","44","","","8/6/2003","","120","120",""
"722","50","","","8/6/2003","","90","90",""
"723","52","","","8/6/2003","","540","540",""
"724","56","","","8/6/2003","","90","90",""
"725","68","","","8/6/2003","","600","600",""
"726","69","","","8/6/2003","","600","600",""
"727","72","","","8/6/2003","","450","450",""
"728","78","","","8/6/2003","","180","180",""
"729","80","","","8/6/2003","","90","90",""
"730","81","","","8/6/2003","","90","90",""
"731","86","","","8/6/2003","","180","180",""
"732","88","","","8/6/2003","","90","90",""
"733","89","","","8/6/2003","","180","180",""
"734","91","","","8/6/2003","","60","60",""
"735","103","","","8/6/2003","","12","12",""
"736","105","","","8/6/2003","","30","30",""
"737","109","","","8/6/2003","","12","12",""
"738","111","","","8/6/2003","","90","90",""
"739","113","","","8/6/2003","","12","12",""
"740","115","","","8/6/2003","","30","30",""
"741","119","","","8/6/2003","","12","12",""
"742","121","","","8/6/2003","","12","12",""
"743","122","","","8/6/2003","","12","12",""
"744","123","","","8/6/2003","","12","12",""
"745","124","","","8/6/2003","","250","250",""
"746","125","","","8/6/2003","","250","250",""
"747","126","","","8/6/2003","","249","249",""
"748","127","","","8/6/2003","","204","204",""
"749","128","","","8/6/2003","","251","251",""
"750","129","","","8/6/2003","","250","250",""
"751","130","","","8/6/2003","","249","249",""
"752","131","","","8/6/2003","","250","250",""
"753","132","","","8/6/2003","","300","300",""
"754","133","","","8/6/2003","","244","244",""
"755","134","","","8/6/2003","","124","124",""
"756","135","","","8/6/2003","","327","327",""
"757","136","","","8/6/2003","","178","178",""
"758","137","","","8/6/2003","","18","18",""
"759","138","","","8/6/2003","","20","20",""
"760","140","","","8/6/2003","","60","60",""
"761","141","","","8/6/2003","","60","60",""
"762","142","","","8/6/2003","","60","60",""
"763","143","","","8/6/2003","","60","60",""
"764","144","","","8/6/2003","","60","60",""
"765","146","","","8/6/2003","","60","60",""
"766","147","","","8/6/2003","","60","60",""
"767","148","","","8/6/2003","","60","60",""
"768","149","","","8/6/2003","","120","120",""
"769","150","","","8/6/2003","","60","60",""
"770","165","","","8/6/2003","","59","59",""
"771","166","","","8/6/2003","","60","60",""
"772","167","","","8/6/2003","","0","0",""
"773","170","","","8/6/2003","","60","60",""
"774","171","","","8/6/2003","","60","60",""
"775","172","","","8/6/2003","","60","60",""
"776","173","","","8/6/2003","","60","60",""
"777","174","","","8/6/2003","","60","60",""
"778","176","","","8/6/2003","","60","60",""
"779","177","","","8/6/2003","","60","60",""
"780","178","","","8/6/2003","","60","60",""
"781","183","","","8/6/2003","","600","600",""
"782","185","","","8/6/2003","","120","120",""
"783","189","","","8/6/2003","","60","60",""
"784","192","","","8/6/2003","","120","120",""
"785","193","","","8/6/2003","","39","39",""
"786","194","","","8/6/2003","","120","120",""
"787","195","","","8/6/2003","","120","120",""
